Data Venda	Nome Cliente	Item	Preço Unitário	Quantidade	Desconto	 Valor Total 	Valor Desconto	 Valor Líquido 
05/03/2009	Cliente O231	SP1294	169,9	61	D02	 10.363,90 	10%	 9.327,51 
19/02/2009	Cliente O634	CA1506	169,9	223	D00	 37.887,70 	0%	 37.887,70 
11/01/2009	Cliente O647	BL1627	169,9	199	D03	 33.810,10 	15%	 28.738,59 
30/04/2009	Cliente O549	RL1414	219,9	196	D00	 43.100,40 	0%	 43.100,40 
01/05/2009	Cliente O40	BL1106	269,9	56	D00	 15.114,40 	0%	 15.114,40 
25/01/2009	Cliente O501	CA1648	169,9	148	D00	 25.145,20 	0%	 25.145,20 
20/06/2009	Cliente O141	LE1508	39,9	29	D00	 1.157,10 	0%	 1.157,10 
10/07/2009	Cliente O548	BL1643	269,9	224	D00	 60.457,60 	0%	 60.457,60 
02/09/2009	Cliente O627	CT1957	159,9	28	D00	 4.477,20 	0%	 4.477,20 
11/06/2009	Cliente O442	MO1392	219,9	161	D00	 35.403,90 	0%	 35.403,90 
12/06/2009	Cliente O275	LE1350	49,9	19	D00	 948,10 	0%	 948,10 
10/09/2009	Cliente O384	BL1123	219,09	56	D00	 12.269,04 	0%	 12.269,04 
10/03/2009	Cliente O305	BL1867	219,09	29	D00	 6.353,61 	0%	 6.353,61 
30/05/2009	Cliente O109	ME1872	39,9	217	D00	 8.658,30 	0%	 8.658,30 
18/03/2009	Cliente O49	MO1543	189,9	143	D00	 27.155,70 	0%	 27.155,70 
11/10/2009	Cliente O365	SP1633	169,9	234	D00	 39.756,60 	0%	 39.756,60 
31/05/2009	Cliente O78	MO1566	219,9	13	D00	 2.858,70 	0%	 2.858,70 
15/03/2009	Cliente O99	CT1472	109,9	238	D03	 26.156,20 	15%	 22.232,77 
27/01/2009	Cliente O7	ME1695	39,9	167	D00	 6.663,30 	0%	 6.663,30 
28/08/2009	Cliente O280	LE1720	39,9	244	D00	 9.735,60 	0%	 9.735,60 
24/06/2009	Cliente O3	CA1720	169,9	133	D00	 22.596,70 	0%	 22.596,70 
25/06/2009	Cliente O651	RL1166	269,9	52	D00	 14.034,80 	0%	 14.034,80 
24/05/2009	Cliente O169	ME1858	49,9	42	D00	 2.095,80 	0%	 2.095,80 
12/08/2009	Cliente O287	LE1330	39,9	106	D00	 4.229,40 	0%	 4.229,40 
02/09/2009	Cliente O242	BL1603	169,9	248	D04	 42.135,20 	20%	 33.708,16 
24/04/2009	Cliente O52	BL1655	189,9	220	D00	 41.778,00 	0%	 41.778,00 
14/10/2009	Cliente O461	SP1497	89,9	221	D00	 19.867,90 	0%	 19.867,90 
12/08/2009	Cliente O555	SP1035	129,9	114	D01	 14.808,60 	5%	 14.068,17 
16/02/2009	Cliente O285	MO1566	219,9	209	D00	 45.959,10 	0%	 45.959,10 
19/12/2009	Cliente O508	SP1662	89,9	65	D00	 5.843,50 	0%	 5.843,50 
08/06/2009	Cliente O265	RL1212	219,9	191	D00	 42.000,90 	0%	 42.000,90 
22/11/2009	Cliente O295	SP1072	159,9	215	D00	 34.378,50 	0%	 34.378,50 
01/02/2009	Cliente O115	ME1054	49,9	123	D00	 6.137,70 	0%	 6.137,70 
05/01/2009	Cliente O461	CA1098	129,9	33	D00	 4.286,70 	0%	 4.286,70 
13/02/2009	Cliente O433	MO1221	189,9	90	D00	 17.091,00 	0%	 17.091,00 
09/02/2009	Cliente O264	RL1352	309,9	18	D00	 5.578,20 	0%	 5.578,20 
22/05/2009	Cliente O450	BL1604	219,09	93	D00	 20.375,37 	0%	 20.375,37 
28/07/2009	Cliente O33	ME1643	49,9	52	D00	 2.594,80 	0%	 2.594,80 
27/09/2009	Cliente O73	CT1084	109,9	165	D00	 18.133,50 	0%	 18.133,50 
10/09/2009	Cliente O630	BL1478	179,9	135	D00	 24.286,50 	0%	 24.286,50 
18/06/2009	Cliente O54	SP1613	159,9	16	D00	 2.558,40 	0%	 2.558,40 
14/05/2009	Cliente O404	SP1880	109,9	13	D00	 1.428,70 	0%	 1.428,70 
20/07/2009	Cliente O251	BL1322	169,9	234	D00	 39.756,60 	0%	 39.756,60 
21/03/2009	Cliente O593	LE1683	39,9	62	D00	 2.473,80 	0%	 2.473,80 
21/01/2009	Cliente O8	LE1768	49,9	228	D00	 11.377,20 	0%	 11.377,20 
09/03/2009	Cliente O312	ME1643	49,9	168	D00	 8.383,20 	0%	 8.383,20 
13/11/2009	Cliente O180	ME1061	49,9	133	D02	 6.636,70 	10%	 5.973,03 
26/06/2009	Cliente O299	CA1263	169,9	219	D02	 37.208,10 	10%	 33.487,29 
14/10/2009	Cliente O397	BL1339	189,9	177	D04	 33.612,30 	20%	 26.889,84 
17/06/2009	Cliente O260	CA1227	129,9	88	D01	 11.431,20 	5%	 10.859,64 
09/04/2009	Cliente O424	MO1621	189,9	232	D00	 44.056,80 	0%	 44.056,80 
01/02/2009	Cliente O28	OC1771	279,9	47	D00	 13.155,30 	0%	 13.155,30 
18/03/2009	Cliente O297	RL1166	269,9	149	D03	 40.215,10 	15%	 34.182,84 
09/07/2009	Cliente O68	LE1298	39,9	218	D00	 8.698,20 	0%	 8.698,20 
22/10/2009	Cliente O98	ME1533	39,9	150	D00	 5.985,00 	0%	 5.985,00 
13/02/2009	Cliente O253	SP1911	159,9	199	D00	 31.820,10 	0%	 31.820,10 
13/03/2009	Cliente O385	RL1686	219,9	142	D03	 31.225,80 	15%	 26.541,93 
15/04/2009	Cliente O128	MO1500	269,9	36	D00	 9.716,40 	0%	 9.716,40 
02/08/2009	Cliente O419	OC1005	450,9	66	D00	 29.759,40 	0%	 29.759,40 
15/12/2009	Cliente O142	BL1358	219,09	41	D00	 8.982,69 	0%	 8.982,69 
23/02/2009	Cliente O486	RL1352	309,9	108	D00	 33.469,20 	0%	 33.469,20 
05/04/2009	Cliente O397	BL1106	269,9	159	D00	 42.914,10 	0%	 42.914,10 
25/01/2009	Cliente O378	BL1547	169,9	71	D00	 12.062,90 	0%	 12.062,90 
05/06/2009	Cliente O562	SP1026	109,9	123	D03	 13.517,70 	15%	 11.490,05 
04/01/2009	Cliente O206	RL1146	309,9	234	D04	 72.516,60 	20%	 58.013,28 
20/01/2009	Cliente O521	BL1803	219,09	48	D00	 10.516,32 	0%	 10.516,32 
27/10/2009	Cliente O201	CA1224	129,9	60	D04	 7.794,00 	20%	 6.235,20 
15/11/2009	Cliente O141	MO1763	289,9	95	D00	 27.540,50 	0%	 27.540,50 
30/10/2009	Cliente O266	MO1387	269,9	154	D00	 41.564,60 	0%	 41.564,60 
14/11/2009	Cliente O361	SP1895	89,9	211	D00	 18.968,90 	0%	 18.968,90 
12/10/2009	Cliente O153	BL1196	179,9	98	D00	 17.630,20 	0%	 17.630,20 
11/08/2009	Cliente O110	MO1387	269,9	57	D00	 15.384,30 	0%	 15.384,30 
12/10/2009	Cliente O204	CT1614	139,9	172	D00	 24.062,80 	0%	 24.062,80 
15/05/2009	Cliente O179	RL1153	309,9	78	D04	 24.172,20 	20%	 19.337,76 
25/11/2009	Cliente O30	ME1266	49,9	31	D00	 1.546,90 	0%	 1.546,90 
11/11/2009	Cliente O446	BL1826	189,9	146	D00	 27.725,40 	0%	 27.725,40 
19/03/2009	Cliente O317	CA1510	169,9	236	D00	 40.096,40 	0%	 40.096,40 
14/02/2009	Cliente O23	CA1744	169,9	105	D00	 17.839,50 	0%	 17.839,50 
26/07/2009	Cliente O306	OC1131	290,9	246	D00	 71.561,40 	0%	 71.561,40 
02/11/2009	Cliente O157	RL1194	199,9	27	D05	 5.397,30 	25%	 4.047,98 
30/12/2009	Cliente O6	OC1104	450,9	171	D00	 77.103,90 	0%	 77.103,90 
13/03/2009	Cliente O434	RL1166	269,9	93	D00	 25.100,70 	0%	 25.100,70 
02/10/2009	Cliente O283	SP1857	159,9	72	D00	 11.512,80 	0%	 11.512,80 
21/08/2009	Cliente O9	CA1648	169,9	63	D00	 10.703,70 	0%	 10.703,70 
12/01/2009	Cliente O410	RL1925	199,9	31	D00	 6.196,90 	0%	 6.196,90 
12/05/2009	Cliente O317	RL1908	219,9	123	D00	 27.047,70 	0%	 27.047,70 
16/08/2009	Cliente O534	OC1777	259,9	186	D00	 48.341,40 	0%	 48.341,40 
04/06/2009	Cliente O42	OC1760	259,9	200	D00	 51.980,00 	0%	 51.980,00 
07/03/2009	Cliente O241	ME1444	39,9	249	D02	 9.935,10 	10%	 8.941,59 
11/07/2009	Cliente O204	BL1684	179,9	103	D00	 18.529,70 	0%	 18.529,70 
09/10/2009	Cliente O395	SP1240	129,9	209	D00	 27.149,10 	0%	 27.149,10 
01/06/2009	Cliente O388	SP1498	169,9	131	D00	 22.256,90 	0%	 22.256,90 
07/01/2009	Cliente O502	CA1391	219,9	154	D00	 33.864,60 	0%	 33.864,60 
05/07/2009	Cliente O62	ME1234	39,9	225	D00	 8.977,50 	0%	 8.977,50 
05/12/2009	Cliente O122	CA1098	129,9	101	D00	 13.119,90 	0%	 13.119,90 
28/02/2009	Cliente O410	CT1729	109,9	107	D00	 11.759,30 	0%	 11.759,30 
28/02/2009	Cliente O202	CA1245	129,9	140	D05	 18.186,00 	25%	 13.639,50 
13/02/2009	Cliente O581	ME1185	49,9	128	D00	 6.387,20 	0%	 6.387,20 
08/02/2009	Cliente O93	BL1196	179,9	155	D00	 27.884,50 	0%	 27.884,50 
14/01/2009	Cliente O275	BL1518	219,09	36	D00	 7.887,24 	0%	 7.887,24 
19/03/2009	Cliente O649	MO1556	219,9	42	D00	 9.235,80 	0%	 9.235,80 
15/02/2009	Cliente O634	RL1547	219,9	173	D02	 38.042,70 	10%	 34.238,43 
08/05/2009	Cliente O416	MO1458	269,9	70	D00	 18.893,00 	0%	 18.893,00 
03/10/2009	Cliente O196	CA1172	129,9	232	D00	 30.136,80 	0%	 30.136,80 
10/07/2009	Cliente O595	ME1263	49,9	95	D00	 4.740,50 	0%	 4.740,50 
19/03/2009	Cliente O134	OC1512	279,9	31	D04	 8.676,90 	20%	 6.941,52 
09/04/2009	Cliente O401	SP1506	169,9	183	D00	 31.091,70 	0%	 31.091,70 
07/02/2009	Cliente O63	OC1138	290,9	89	D00	 25.890,10 	0%	 25.890,10 
21/07/2009	Cliente O621	SP1328	89,9	165	D00	 14.833,50 	0%	 14.833,50 
22/04/2009	Cliente O382	OC1197	290,9	134	D00	 38.980,60 	0%	 38.980,60 
23/12/2009	Cliente O429	RL1908	219,9	226	D00	 49.697,40 	0%	 49.697,40 
01/01/2009	Cliente O47	SP1035	129,9	150	D00	 19.485,00 	0%	 19.485,00 
27/10/2009	Cliente O80	CA1657	219,9	80	D01	 17.592,00 	5%	 16.712,40 
26/01/2009	Cliente O436	CA1648	169,9	250	D00	 42.475,00 	0%	 42.475,00 
26/09/2009	Cliente O36	CT1204	159,9	29	D00	 4.637,10 	0%	 4.637,10 
04/02/2009	Cliente O533	ME1223	49,9	116	D01	 5.788,40 	5%	 5.498,98 
28/10/2009	Cliente O233	ME1192	49,9	179	D00	 8.932,10 	0%	 8.932,10 
19/04/2009	Cliente O494	LE1180	49,9	93	D01	 4.640,70 	5%	 4.408,67 
28/08/2009	Cliente O202	ME1569	39,9	205	D00	 8.179,50 	0%	 8.179,50 
11/11/2009	Cliente O608	SP1580	109,9	81	D00	 8.901,90 	0%	 8.901,90 
01/06/2009	Cliente O188	RL1452	219,9	129	D00	 28.367,10 	0%	 28.367,10 
09/11/2009	Cliente O644	MO1024	199,9	170	D05	 33.983,00 	25%	 25.487,25 
27/09/2009	Cliente O348	SP1195	159,9	110	D04	 17.589,00 	20%	 14.071,20 
21/06/2009	Cliente O119	LE1298	39,9	14	D00	 558,60 	0%	 558,60 
20/04/2009	Cliente O467	RL1448	309,9	65	D00	 20.143,50 	0%	 20.143,50 
04/07/2009	Cliente O234	SP1328	89,9	86	D01	 7.731,40 	5%	 7.344,83 
26/09/2009	Cliente O105	ME1266	49,9	188	D00	 9.381,20 	0%	 9.381,20 
11/04/2009	Cliente O105	OC1707	259,9	90	D00	 23.391,00 	0%	 23.391,00 
30/05/2009	Cliente O437	SP1867	129,9	216	D04	 28.058,40 	20%	 22.446,72 
10/11/2009	Cliente O7	CA1881	219,9	56	D04	 12.314,40 	20%	 9.851,52 
07/11/2009	Cliente O106	OC1707	259,9	99	D00	 25.730,10 	0%	 25.730,10 
29/10/2009	Cliente O262	ME1866	39,9	17	D00	 678,30 	0%	 678,30 
27/06/2009	Cliente O258	CA1172	129,9	242	D00	 31.435,80 	0%	 31.435,80 
30/11/2009	Cliente O55	LE1759	39,9	141	D00	 5.625,90 	0%	 5.625,90 
04/12/2009	Cliente O157	ME1444	39,9	178	D00	 7.102,20 	0%	 7.102,20 
14/01/2009	Cliente O484	BL1867	219,09	217	D00	 47.542,53 	0%	 47.542,53 
24/07/2009	Cliente O488	ME1770	49,9	126	D00	 6.287,40 	0%	 6.287,40 
26/01/2009	Cliente O430	CT1060	159,9	197	D00	 31.500,30 	0%	 31.500,30 
12/03/2009	Cliente O27	SP1594	129,9	98	D03	 12.730,20 	15%	 10.820,67 
05/02/2009	Cliente O12	RL1908	219,9	87	D00	 19.131,30 	0%	 19.131,30 
29/11/2009	Cliente O337	CA1227	129,9	121	D00	 15.717,90 	0%	 15.717,90 
09/01/2009	Cliente O391	BL1214	169,9	23	D00	 3.907,70 	0%	 3.907,70 
05/08/2009	Cliente O90	RL1459	309,9	72	D03	 22.312,80 	15%	 18.965,88 
09/05/2009	Cliente O108	LE1497	49,9	162	D00	 8.083,80 	0%	 8.083,80 
31/01/2009	Cliente O564	MO1329	289,9	187	D00	 54.211,30 	0%	 54.211,30 
09/01/2009	Cliente O135	LE1720	39,9	231	D00	 9.216,90 	0%	 9.216,90 
18/05/2009	Cliente O308	BL1426	179,9	153	D00	 27.524,70 	0%	 27.524,70 
12/12/2009	Cliente O407	BL1358	219,09	110	D00	 24.099,90 	0%	 24.099,90 
04/01/2009	Cliente O189	BL1106	269,9	89	D00	 24.021,10 	0%	 24.021,10 
07/05/2009	Cliente O141	CA1779	219,9	42	D00	 9.235,80 	0%	 9.235,80 
03/01/2009	Cliente O373	MO1683	289,9	165	D00	 47.833,50 	0%	 47.833,50 
25/10/2009	Cliente O290	CA1224	129,9	217	D02	 28.188,30 	10%	 25.369,47 
19/06/2009	Cliente O458	RL1173	269,9	32	D00	 8.636,80 	0%	 8.636,80 
23/01/2009	Cliente O608	MO1036	189,9	211	D00	 40.068,90 	0%	 40.068,90 
24/03/2009	Cliente O187	SP1216	169,9	43	D04	 7.305,70 	20%	 5.844,56 
01/06/2009	Cliente O242	SP1195	159,9	131	D02	 20.946,90 	10%	 18.852,21 
21/05/2009	Cliente O543	SP1374	109,9	215	D02	 23.628,50 	10%	 21.265,65 
25/10/2009	Cliente O388	RL1173	269,9	145	D00	 39.135,50 	0%	 39.135,50 
10/02/2009	Cliente O626	BL1011	269,9	175	D00	 47.232,50 	0%	 47.232,50 
05/08/2009	Cliente O238	LE1033	39,9	59	D00	 2.354,10 	0%	 2.354,10 
27/12/2009	Cliente O331	CA1712	219,9	174	D00	 38.262,60 	0%	 38.262,60 
03/06/2009	Cliente O410	CT1614	139,9	124	D00	 17.347,60 	0%	 17.347,60 
01/06/2009	Cliente O425	RL1510	199,9	218	D02	 43.578,20 	10%	 39.220,38 
05/06/2009	Cliente O439	SP1432	169,9	180	D03	 30.582,00 	15%	 25.994,70 
04/01/2009	Cliente O108	BL1826	189,9	204	D00	 38.739,60 	0%	 38.739,60 
28/10/2009	Cliente O454	ME1499	39,9	212	D00	 8.458,80 	0%	 8.458,80 
26/01/2009	Cliente O385	CA1224	129,9	101	D00	 13.119,90 	0%	 13.119,90 
05/06/2009	Cliente O622	BL1603	169,9	179	D00	 30.412,10 	0%	 30.412,10 
30/10/2009	Cliente O556	SP1195	159,9	223	D00	 35.657,70 	0%	 35.657,70 
15/05/2009	Cliente O370	ME1154	49,9	182	D00	 9.081,80 	0%	 9.081,80 
12/03/2009	Cliente O175	OC1420	279,9	125	D03	 34.987,50 	15%	 29.739,38 
19/04/2009	Cliente O122	ME1224	49,9	200	D05	 9.980,00 	25%	 7.485,00 
05/07/2009	Cliente O539	MO1329	289,9	14	D00	 4.058,60 	0%	 4.058,60 
23/01/2009	Cliente O514	SP1012	159,9	206	D01	 32.939,40 	5%	 31.292,43 
20/10/2009	Cliente O653	OC1999	310,9	167	D03	 51.920,30 	15%	 44.132,26 
18/07/2009	Cliente O308	CT1533	109,9	145	D00	 15.935,50 	0%	 15.935,50 
27/04/2009	Cliente O242	CA1657	219,9	97	D05	 21.330,30 	25%	 15.997,73 
07/02/2009	Cliente O544	OC1420	279,9	26	D00	 7.277,40 	0%	 7.277,40 
01/11/2009	Cliente O579	BL1929	189,9	98	D00	 18.610,20 	0%	 18.610,20 
24/10/2009	Cliente O131	ME1268	49,9	158	D00	 7.884,20 	0%	 7.884,20 
27/07/2009	Cliente O51	ME1695	39,9	104	D00	 4.149,60 	0%	 4.149,60 
07/06/2009	Cliente O390	SP1792	89,9	90	D00	 8.091,00 	0%	 8.091,00 
01/04/2009	Cliente O370	LE1216	49,9	81	D05	 4.041,90 	25%	 3.031,43 
08/04/2009	Cliente O589	BL1794	179,9	227	D00	 40.837,30 	0%	 40.837,30 
04/04/2009	Cliente O122	LE1700	39,9	163	D03	 6.503,70 	15%	 5.528,15 
13/09/2009	Cliente O143	SP1855	109,9	223	D00	 24.507,70 	0%	 24.507,70 
11/02/2009	Cliente O416	OC1416	310,9	152	D00	 47.256,80 	0%	 47.256,80 
27/04/2009	Cliente O266	BL1655	189,9	199	D00	 37.790,10 	0%	 37.790,10 
17/12/2009	Cliente O322	RL1410	309,9	127	D00	 39.357,30 	0%	 39.357,30 
21/10/2009	Cliente O27	BL1684	179,9	168	D00	 30.223,20 	0%	 30.223,20 
04/05/2009	Cliente O384	OC1760	259,9	167	D00	 43.403,30 	0%	 43.403,30 
09/09/2009	Cliente O423	ME1092	49,9	220	D00	 10.978,00 	0%	 10.978,00 
15/10/2009	Cliente O650	ME1106	39,9	61	D00	 2.433,90 	0%	 2.433,90 
06/07/2009	Cliente O311	SP1371	109,9	114	D00	 12.528,60 	0%	 12.528,60 
05/08/2009	Cliente O105	CA1053	169,9	121	D00	 20.557,90 	0%	 20.557,90 
01/01/2009	Cliente O95	BL1478	179,9	175	D00	 31.482,50 	0%	 31.482,50 
14/07/2009	Cliente O246	ME1324	39,9	69	D04	 2.753,10 	20%	 2.202,48 
06/07/2009	Cliente O162	MO1683	289,9	150	D00	 43.485,00 	0%	 43.485,00 
13/02/2009	Cliente O523	CA1933	219,9	115	D00	 25.288,50 	0%	 25.288,50 
23/02/2009	Cliente O43	CA1712	219,9	91	D00	 20.010,90 	0%	 20.010,90 
10/01/2009	Cliente O239	ME1729	49,9	26	D00	 1.297,40 	0%	 1.297,40 
25/02/2009	Cliente O327	CT1301	139,9	221	D00	 30.917,90 	0%	 30.917,90 
11/07/2009	Cliente O593	SP1770	129,9	14	D04	 1.818,60 	20%	 1.454,88 
27/10/2009	Cliente O235	CT1417	159,9	56	D00	 8.954,40 	0%	 8.954,40 
19/03/2009	Cliente O7	ME1106	39,9	209	D02	 8.339,10 	10%	 7.505,19 
20/12/2009	Cliente O53	RL1153	309,9	52	D00	 16.114,80 	0%	 16.114,80 
28/12/2009	Cliente O320	CA1648	169,9	215	D05	 36.528,50 	25%	 27.396,38 
31/12/2009	Cliente O386	ME1866	39,9	194	D04	 7.740,60 	20%	 6.192,48 
