Data Venda	Nome Cliente	Item	Preço Unitário	Quantidade	Desconto	 Valor Total 	Valor Desconto	 Valor Líquido 
23/03/2012	Cliente O593	SP1652	109,9	95	D01	 10.440,50 	5%	 9.918,48 
15/08/2012	Cliente O616	BL1826	189,9	218	D00	 41.398,20 	0%	 41.398,20 
15/05/2012	Cliente O233	MO1392	219,9	25	D00	 5.497,50 	0%	 5.497,50 
14/09/2012	Cliente O597	BL1655	189,9	114	D00	 21.648,60 	0%	 21.648,60 
17/04/2012	Cliente O277	SP1880	109,9	71	D04	 7.802,90 	20%	 6.242,32 
13/08/2012	Cliente O305	BL1743	179,9	18	D00	 3.238,20 	0%	 3.238,20 
02/02/2012	Cliente O586	CA1712	219,9	141	D03	 31.005,90 	15%	 26.355,02 
12/07/2012	Cliente O633	MO1191	199,9	101	D00	 20.189,90 	0%	 20.189,90 
06/03/2012	Cliente O248	SP1216	169,9	124	D00	 21.067,60 	0%	 21.067,60 
30/10/2012	Cliente O49	RL1146	309,9	172	D00	 53.302,80 	0%	 53.302,80 
29/02/2012	Cliente O349	ME1054	49,9	223	D00	 11.127,70 	0%	 11.127,70 
05/12/2012	Cliente O218	BL1416	269,9	175	D00	 47.232,50 	0%	 47.232,50 
28/04/2012	Cliente O193	SP1038	129,9	162	D00	 21.043,80 	0%	 21.043,80 
04/06/2012	Cliente O191	ME1263	49,9	210	D00	 10.479,00 	0%	 10.479,00 
18/10/2012	Cliente O22	MO1621	189,9	40	D00	 7.596,00 	0%	 7.596,00 
24/08/2012	Cliente O652	ME1266	49,9	47	D00	 2.345,30 	0%	 2.345,30 
22/02/2012	Cliente O80	ME1108	49,9	126	D00	 6.287,40 	0%	 6.287,40 
26/04/2012	Cliente O626	ME1842	49,9	157	D04	 7.834,30 	20%	 6.267,44 
21/12/2012	Cliente O529	CA1720	169,9	192	D00	 32.620,80 	0%	 32.620,80 
02/04/2012	Cliente O537	OC1478	290,9	86	D00	 25.017,40 	0%	 25.017,40 
04/10/2012	Cliente O214	BL1339	189,9	172	D00	 32.662,80 	0%	 32.662,80 
17/05/2012	Cliente O349	ME1236	39,9	166	D03	 6.623,40 	15%	 5.629,89 
30/08/2012	Cliente O117	RL1530	219,9	40	D00	 8.796,00 	0%	 8.796,00 
21/10/2012	Cliente O15	ME1761	39,9	211	D00	 8.418,90 	0%	 8.418,90 
24/12/2012	Cliente O344	RL1105	269,9	102	D00	 27.529,80 	0%	 27.529,80 
19/12/2012	Cliente O600	BL1623	219,09	230	D00	 50.390,70 	0%	 50.390,70 
06/04/2012	Cliente O539	OC1365	279,9	184	D00	 51.501,60 	0%	 51.501,60 
25/08/2012	Cliente O341	ME1555	49,9	185	D03	 9.231,50 	15%	 7.846,78 
24/02/2012	Cliente O582	RL1788	269,9	28	D00	 7.557,20 	0%	 7.557,20 
26/09/2012	Cliente O185	ME1983	49,9	250	D04	 12.475,00 	20%	 9.980,00 
11/05/2012	Cliente O52	OC1478	290,9	225	D00	 65.452,50 	0%	 65.452,50 
10/11/2012	Cliente O528	SP1026	109,9	68	D00	 7.473,20 	0%	 7.473,20 
15/05/2012	Cliente O379	RL1153	309,9	138	D00	 42.766,20 	0%	 42.766,20 
26/07/2012	Cliente O396	RL1410	309,9	221	D00	 68.487,90 	0%	 68.487,90 
04/10/2012	Cliente O248	MO1683	289,9	42	D00	 12.175,80 	0%	 12.175,80 
21/08/2012	Cliente O167	MO1545	269,9	166	D00	 44.803,40 	0%	 44.803,40 
18/09/2012	Cliente O350	ME1324	39,9	49	D02	 1.955,10 	10%	 1.759,59 
19/02/2012	Cliente O271	SP1295	89,9	150	D00	 13.485,00 	0%	 13.485,00 
04/09/2012	Cliente O324	ME1065	49,9	77	D00	 3.842,30 	0%	 3.842,30 
10/09/2012	Cliente O375	BL1655	189,9	34	D04	 6.456,60 	20%	 5.165,28 
14/03/2012	Cliente O576	SP1792	89,9	148	D00	 13.305,20 	0%	 13.305,20 
21/09/2012	Cliente O605	CA1476	169,9	19	D00	 3.228,10 	0%	 3.228,10 
26/03/2012	Cliente O606	BL1480	269,9	141	D05	 38.055,90 	25%	 28.541,93 
23/09/2012	Cliente O256	LE1898	49,9	112	D00	 5.588,80 	0%	 5.588,80 
12/09/2012	Cliente O366	SP1029	89,9	238	D03	 21.396,20 	15%	 18.186,77 
27/01/2012	Cliente O550	OC1777	259,9	135	D00	 35.086,50 	0%	 35.086,50 
28/05/2012	Cliente O333	OC1677	310,9	91	D00	 28.291,90 	0%	 28.291,90 
15/12/2012	Cliente O129	RL1925	199,9	76	D01	 15.192,40 	5%	 14.432,78 
19/10/2012	Cliente O560	ME1054	49,9	95	D00	 4.740,50 	0%	 4.740,50 
28/09/2012	Cliente O341	ME1266	49,9	191	D00	 9.530,90 	0%	 9.530,90 
27/12/2012	Cliente O162	SP1539	169,9	200	D00	 33.980,00 	0%	 33.980,00 
23/11/2012	Cliente O430	ME1444	39,9	217	D00	 8.658,30 	0%	 8.658,30 
08/04/2012	Cliente O481	BL1755	269,9	211	D00	 56.948,90 	0%	 56.948,90 
07/09/2012	Cliente O239	MO1990	189,9	47	D00	 8.925,30 	0%	 8.925,30 
17/08/2012	Cliente O383	LE1180	49,9	250	D04	 12.475,00 	20%	 9.980,00 
12/11/2012	Cliente O626	SP1895	89,9	168	D00	 15.103,20 	0%	 15.103,20 
27/06/2012	Cliente O451	ME1646	49,9	130	D00	 6.487,00 	0%	 6.487,00 
25/06/2012	Cliente O417	RL1166	269,9	25	D00	 6.747,50 	0%	 6.747,50 
08/10/2012	Cliente O283	CA1506	169,9	149	D00	 25.315,10 	0%	 25.315,10 
23/04/2012	Cliente O441	RL1547	219,9	118	D01	 25.948,20 	5%	 24.650,79 
13/04/2012	Cliente O420	CT1488	139,9	193	D00	 27.000,70 	0%	 27.000,70 
03/05/2012	Cliente O274	ME1499	39,9	126	D04	 5.027,40 	20%	 4.021,92 
18/09/2012	Cliente O625	CT1614	139,9	246	D00	 34.415,40 	0%	 34.415,40 
02/03/2012	Cliente O316	LE1683	39,9	244	D04	 9.735,60 	20%	 7.788,48 
29/07/2012	Cliente O218	OC1312	290,9	46	D00	 13.381,40 	0%	 13.381,40 
28/11/2012	Cliente O633	LE1921	39,9	135	D00	 5.386,50 	0%	 5.386,50 
10/12/2012	Cliente O288	ME1689	49,9	168	D00	 8.383,20 	0%	 8.383,20 
25/02/2012	Cliente O404	MO1808	289,9	178	D00	 51.602,20 	0%	 51.602,20 
21/01/2012	Cliente O531	SP1580	109,9	224	D04	 24.617,60 	20%	 19.694,08 
16/01/2012	Cliente O322	LE1507	39,9	109	D02	 4.349,10 	10%	 3.914,19 
05/07/2012	Cliente O244	BL1416	269,9	137	D00	 36.976,30 	0%	 36.976,30 
22/11/2012	Cliente O416	ME1263	49,9	90	D00	 4.491,00 	0%	 4.491,00 
02/08/2012	Cliente O234	SP1374	109,9	181	D01	 19.891,90 	5%	 18.897,31 
10/02/2012	Cliente O321	CT1066	109,9	212	D00	 23.298,80 	0%	 23.298,80 
07/09/2012	Cliente O359	RL1410	309,9	39	D00	 12.086,10 	0%	 12.086,10 
12/09/2012	Cliente O115	OC1255	290,9	96	D00	 27.926,40 	0%	 27.926,40 
14/12/2012	Cliente O285	SP1773	129,9	96	D00	 12.470,40 	0%	 12.470,40 
16/09/2012	Cliente O112	SP1580	109,9	169	D00	 18.573,10 	0%	 18.573,10 
23/11/2012	Cliente O273	ME1240	49,9	213	D03	 10.628,70 	15%	 9.034,40 
28/03/2012	Cliente O619	LE1443	49,9	241	D00	 12.025,90 	0%	 12.025,90 
29/08/2012	Cliente O375	RL1448	309,9	208	D02	 64.459,20 	10%	 58.013,28 
26/07/2012	Cliente O191	MO1246	189,9	231	D00	 43.866,90 	0%	 43.866,90 
03/06/2012	Cliente O109	RL1698	309,9	93	D00	 28.820,70 	0%	 28.820,70 
05/07/2012	Cliente O635	MO1566	219,9	166	D00	 36.503,40 	0%	 36.503,40 
30/04/2012	Cliente O646	LE1180	49,9	144	D00	 7.185,60 	0%	 7.185,60 
17/03/2012	Cliente O57	SP1436	129,9	20	D00	 2.598,00 	0%	 2.598,00 
20/10/2012	Cliente O462	OC1312	290,9	13	D00	 3.781,70 	0%	 3.781,70 
28/09/2012	Cliente O342	LE1198	49,9	157	D00	 7.834,30 	0%	 7.834,30 
17/09/2012	Cliente O319	SP1911	159,9	206	D00	 32.939,40 	0%	 32.939,40 
26/08/2012	Cliente O590	CA1510	169,9	40	D00	 6.796,00 	0%	 6.796,00 
26/04/2012	Cliente O199	MO1683	289,9	36	D00	 10.436,40 	0%	 10.436,40 
20/01/2012	Cliente O299	SP1029	89,9	115	D00	 10.338,50 	0%	 10.338,50 
05/07/2012	Cliente O94	RL1925	199,9	52	D00	 10.394,80 	0%	 10.394,80 
14/11/2012	Cliente O223	OC1512	279,9	168	D00	 47.023,20 	0%	 47.023,20 
19/11/2012	Cliente O33	CA1114	169,9	46	D05	 7.815,40 	25%	 5.861,55 
10/10/2012	Cliente O520	ME1324	39,9	249	D00	 9.935,10 	0%	 9.935,10 
07/12/2012	Cliente O21	BL1196	179,9	157	D00	 28.244,30 	0%	 28.244,30 
21/06/2012	Cliente O360	RL1067	219,9	195	D00	 42.880,50 	0%	 42.880,50 
30/05/2012	Cliente O217	MO1329	289,9	226	D04	 65.517,40 	20%	 52.413,92 
16/03/2012	Cliente O449	LE1497	49,9	167	D01	 8.333,30 	5%	 7.916,64 
28/04/2012	Cliente O419	MO1543	189,9	233	D00	 44.246,70 	0%	 44.246,70 
09/01/2012	Cliente O45	ME1173	39,9	233	D00	 9.296,70 	0%	 9.296,70 
21/11/2012	Cliente O476	RL1578	219,9	125	D00	 27.487,50 	0%	 27.487,50 
08/02/2012	Cliente O276	MO1683	289,9	98	D00	 28.410,20 	0%	 28.410,20 
21/07/2012	Cliente O555	MO1329	289,9	20	D00	 5.798,00 	0%	 5.798,00 
07/03/2012	Cliente O306	ME1761	39,9	69	D00	 2.753,10 	0%	 2.753,10 
05/10/2012	Cliente O367	CT1066	109,9	160	D00	 17.584,00 	0%	 17.584,00 
06/10/2012	Cliente O577	MO1763	289,9	183	D00	 53.051,70 	0%	 53.051,70 
21/11/2012	Cliente O454	SP1922	169,9	135	D00	 22.936,50 	0%	 22.936,50 
05/11/2012	Cliente O349	BL1465	189,9	134	D00	 25.446,60 	0%	 25.446,60 
03/08/2012	Cliente O41	LE1683	39,9	65	D00	 2.593,50 	0%	 2.593,50 
24/05/2012	Cliente O389	SP1104	109,9	119	D00	 13.078,10 	0%	 13.078,10 
09/10/2012	Cliente O596	LE1258	49,9	77	D03	 3.842,30 	15%	 3.265,96 
11/01/2012	Cliente O381	CT1204	159,9	96	D00	 15.350,40 	0%	 15.350,40 
01/12/2012	Cliente O35	OC1677	310,9	117	D03	 36.375,30 	15%	 30.919,01 
26/02/2012	Cliente O584	SP1857	159,9	157	D03	 25.104,30 	15%	 21.338,66 
19/02/2012	Cliente O276	SP1012	159,9	205	D00	 32.779,50 	0%	 32.779,50 
30/03/2012	Cliente O175	LE1768	49,9	99	D00	 4.940,10 	0%	 4.940,10 
11/08/2012	Cliente O470	CA1779	219,9	14	D00	 3.078,60 	0%	 3.078,60 
21/03/2012	Cliente O632	RL1212	219,9	27	D00	 5.937,30 	0%	 5.937,30 
21/03/2012	Cliente O547	BL1035	269,9	83	D00	 22.401,70 	0%	 22.401,70 
04/11/2012	Cliente O292	ME1236	39,9	148	D00	 5.905,20 	0%	 5.905,20 
15/02/2012	Cliente O644	ME1470	39,9	31	D05	 1.236,90 	25%	 927,68 
12/07/2012	Cliente O84	ME1831	39,9	106	D00	 4.229,40 	0%	 4.229,40 
21/12/2012	Cliente O195	SP1497	89,9	102	D00	 9.169,80 	0%	 9.169,80 
31/05/2012	Cliente O92	RL1459	309,9	25	D00	 7.747,50 	0%	 7.747,50 
19/09/2012	Cliente O179	RL1407	219,9	86	D03	 18.911,40 	15%	 16.074,69 
10/01/2012	Cliente O32	CA1933	219,9	233	D00	 51.236,70 	0%	 51.236,70 
24/01/2012	Cliente O198	CA1391	219,9	185	D00	 40.681,50 	0%	 40.681,50 
13/01/2012	Cliente O74	ME1643	49,9	182	D00	 9.081,80 	0%	 9.081,80 
15/05/2012	Cliente O274	SP1195	159,9	128	D04	 20.467,20 	20%	 16.373,76 
03/07/2012	Cliente O280	ME1096	49,9	93	D00	 4.640,70 	0%	 4.640,70 
11/06/2012	Cliente O271	RL1580	269,9	210	D00	 56.679,00 	0%	 56.679,00 
22/02/2012	Cliente O253	CA1779	219,9	206	D00	 45.299,40 	0%	 45.299,40 
25/10/2012	Cliente O545	OC1917	450,9	86	D00	 38.777,40 	0%	 38.777,40 
13/07/2012	Cliente O184	RL1925	199,9	54	D02	 10.794,60 	10%	 9.715,14 
22/02/2012	Cliente O481	SP1328	89,9	181	D00	 16.271,90 	0%	 16.271,90 
06/02/2012	Cliente O464	BL1416	269,9	37	D03	 9.986,30 	15%	 8.488,36 
13/07/2012	Cliente O529	MO1677	219,9	244	D00	 53.655,60 	0%	 53.655,60 
10/06/2012	Cliente O558	OC1005	450,9	67	D03	 30.210,30 	15%	 25.678,76 
13/10/2012	Cliente O612	BL1954	179,9	239	D00	 42.996,10 	0%	 42.996,10 
29/11/2012	Cliente O94	RL1524	219,9	124	D00	 27.267,60 	0%	 27.267,60 
23/07/2012	Cliente O348	BL1450	269,9	16	D04	 4.318,40 	20%	 3.454,72 
08/01/2012	Cliente O427	ME1831	39,9	238	D00	 9.496,20 	0%	 9.496,20 
09/03/2012	Cliente O371	SP1038	129,9	133	D00	 17.276,70 	0%	 17.276,70 
17/12/2012	Cliente O244	MO1221	189,9	12	D03	 2.278,80 	15%	 1.936,98 
29/11/2012	Cliente O321	SP1029	89,9	152	D00	 13.664,80 	0%	 13.664,80 
25/02/2012	Cliente O589	SP1153	89,9	225	D00	 20.227,50 	0%	 20.227,50 
26/07/2012	Cliente O270	BL1339	189,9	80	D00	 15.192,00 	0%	 15.192,00 
13/09/2012	Cliente O63	ME1054	49,9	81	D00	 4.041,90 	0%	 4.041,90 
13/07/2012	Cliente O552	OC1138	290,9	207	D00	 60.216,30 	0%	 60.216,30 
17/03/2012	Cliente O247	OC1009	450,9	239	D05	 107.765,10 	25%	 80.823,83 
15/06/2012	Cliente O628	SP1218	89,9	172	D00	 15.462,80 	0%	 15.462,80 
26/05/2012	Cliente O330	BL1627	169,9	224	D00	 38.057,60 	0%	 38.057,60 
14/11/2012	Cliente O172	SP1072	159,9	75	D02	 11.992,50 	10%	 10.793,25 
12/07/2012	Cliente O188	OC1975	279,9	159	D03	 44.504,10 	15%	 37.828,49 
09/06/2012	Cliente O134	RL1908	219,9	159	D00	 34.964,10 	0%	 34.964,10 
17/04/2012	Cliente O605	SP1857	159,9	200	D05	 31.980,00 	25%	 23.985,00 
28/07/2012	Cliente O418	CT1533	109,9	76	D00	 8.352,40 	0%	 8.352,40 
11/10/2012	Cliente O597	BL1196	179,9	182	D00	 32.741,80 	0%	 32.741,80 
24/04/2012	Cliente O465	CA1476	169,9	35	D01	 5.946,50 	5%	 5.649,18 
27/09/2012	Cliente O48	SP1231	89,9	98	D00	 8.810,20 	0%	 8.810,20 
07/08/2012	Cliente O254	CA1659	219,9	168	D04	 36.943,20 	20%	 29.554,56 
02/11/2012	Cliente O505	BL1627	169,9	193	D00	 32.790,70 	0%	 32.790,70 
09/03/2012	Cliente O382	BL1908	189,9	93	D05	 17.660,70 	25%	 13.245,53 
23/08/2012	Cliente O236	LE1921	39,9	44	D00	 1.755,60 	0%	 1.755,60 
18/03/2012	Cliente O516	SP1384	89,9	129	D00	 11.597,10 	0%	 11.597,10 
01/12/2012	Cliente O407	RL1212	219,9	145	D00	 31.885,50 	0%	 31.885,50 
27/03/2012	Cliente O453	SP1662	89,9	146	D00	 13.125,40 	0%	 13.125,40 
11/07/2012	Cliente O550	RL1174	309,9	142	D00	 44.005,80 	0%	 44.005,80 
02/04/2012	Cliente O233	SP1652	109,9	110	D00	 12.089,00 	0%	 12.089,00 
22/10/2012	Cliente O494	SP1384	89,9	229	D00	 20.587,10 	0%	 20.587,10 
27/03/2012	Cliente O130	LE1898	49,9	104	D00	 5.189,60 	0%	 5.189,60 
08/01/2012	Cliente O358	CT1301	139,9	36	D00	 5.036,40 	0%	 5.036,40 
09/01/2012	Cliente O552	SP1328	89,9	125	D00	 11.237,50 	0%	 11.237,50 
19/06/2012	Cliente O97	ME1444	39,9	181	D00	 7.221,90 	0%	 7.221,90 
27/05/2012	Cliente O503	ME1527	39,9	23	D02	 917,70 	10%	 825,93 
07/01/2012	Cliente O624	RL1194	199,9	126	D00	 25.187,40 	0%	 25.187,40 
22/12/2012	Cliente O385	CA1720	169,9	120	D03	 20.388,00 	15%	 17.329,80 
25/04/2012	Cliente O535	BL1465	189,9	126	D00	 23.927,40 	0%	 23.927,40 
20/11/2012	Cliente O306	ME1781	49,9	208	D05	 10.379,20 	25%	 7.784,40 
16/10/2012	Cliente O130	BL1358	219,09	111	D01	 24.318,99 	5%	 23.103,04 
29/11/2012	Cliente O228	MO1543	189,9	76	D00	 14.432,40 	0%	 14.432,40 
02/08/2012	Cliente O160	OC1312	290,9	130	D00	 37.817,00 	0%	 37.817,00 
04/08/2012	Cliente O622	SP1292	129,9	164	D00	 21.303,60 	0%	 21.303,60 
21/05/2012	Cliente O146	RL1678	309,9	77	D00	 23.862,30 	0%	 23.862,30 
11/03/2012	Cliente O384	BL1803	219,09	47	D05	 10.297,23 	25%	 7.722,92 
31/03/2012	Cliente O477	SP1295	89,9	112	D00	 10.068,80 	0%	 10.068,80 
14/01/2012	Cliente O185	ME1918	49,9	57	D00	 2.844,30 	0%	 2.844,30 
29/02/2012	Cliente O191	RL1219	309,9	164	D00	 50.823,60 	0%	 50.823,60 
09/09/2012	Cliente O518	OC1975	279,9	48	D01	 13.435,20 	5%	 12.763,44 
22/03/2012	Cliente O129	MO1569	289,9	54	D00	 15.654,60 	0%	 15.654,60 
10/07/2012	Cliente O73	OC1975	279,9	236	D04	 66.056,40 	20%	 52.845,12 
17/10/2012	Cliente O557	OC1255	290,9	238	D00	 69.234,20 	0%	 69.234,20 
05/07/2012	Cliente O204	SP1477	159,9	26	D00	 4.157,40 	0%	 4.157,40 
16/11/2012	Cliente O47	BL1426	179,9	138	D00	 24.826,20 	0%	 24.826,20 
08/02/2012	Cliente O33	SP1072	159,9	79	D00	 12.632,10 	0%	 12.632,10 
12/04/2012	Cliente O628	ME1918	49,9	239	D00	 11.926,10 	0%	 11.926,10 
19/11/2012	Cliente O20	ME1866	39,9	243	D00	 9.695,70 	0%	 9.695,70 
28/09/2012	Cliente O555	ME1842	49,9	217	D05	 10.828,30 	25%	 8.121,23 
06/04/2012	Cliente O428	CA1544	219,9	116	D00	 25.508,40 	0%	 25.508,40 
21/04/2012	Cliente O317	OC1197	290,9	47	D00	 13.672,30 	0%	 13.672,30 
08/03/2012	Cliente O253	LE1532	49,9	92	D04	 4.590,80 	20%	 3.672,64 
28/04/2012	Cliente O471	BL1794	179,9	48	D00	 8.635,20 	0%	 8.635,20 
31/12/2012	Cliente O565	LE1033	39,9	51	D03	 2.034,90 	15%	 1.729,67 
06/06/2012	Cliente O401	CA1268	169,9	217	D04	 36.868,30 	20%	 29.494,64 
10/10/2012	Cliente O513	ME1233	49,9	33	D00	 1.646,70 	0%	 1.646,70 
14/09/2012	Cliente O373	RL1448	309,9	55	D00	 17.044,50 	0%	 17.044,50 
12/01/2012	Cliente O580	RL1174	309,9	126	D00	 39.047,40 	0%	 39.047,40 
11/10/2012	Cliente O405	BL1450	269,9	47	D05	 12.685,30 	25%	 9.513,98 
13/09/2012	Cliente O471	ME1266	49,9	122	D00	 6.087,80 	0%	 6.087,80 
14/12/2012	Cliente O582	SP1880	109,9	233	D00	 25.606,70 	0%	 25.606,70 
29/01/2012	Cliente O350	MO1992	269,9	109	D00	 29.419,10 	0%	 29.419,10 
18/07/2012	Cliente O27	RL1194	199,9	225	D00	 44.977,50 	0%	 44.977,50 
20/11/2012	Cliente O329	RL1352	309,9	83	D01	 25.721,70 	5%	 24.435,62 
