Data Venda	Nome Cliente	Item	Preço Unitário	Quantidade	Desconto	 Valor Total 	Valor Desconto	 Valor Líquido 
26/10/2010	Cliente O305	ME1582	49,9	110	D00	 5.489,00 	0%	 5.489,00 
26/11/2010	Cliente O169	SP1788	109,9	93	D00	 10.220,70 	0%	 10.220,70 
11/11/2010	Cliente O38	BL1603	169,9	55	D00	 9.344,50 	0%	 9.344,50 
18/07/2010	Cliente O121	OC1197	290,9	136	D03	 39.562,40 	15%	 33.628,04 
03/08/2010	Cliente O497	MO1392	219,9	171	D00	 37.602,90 	0%	 37.602,90 
04/01/2010	Cliente O14	BL1655	189,9	153	D00	 29.054,70 	0%	 29.054,70 
14/09/2010	Cliente O556	ME1695	39,9	125	D00	 4.987,50 	0%	 4.987,50 
26/08/2010	Cliente O490	OC1183	450,9	107	D00	 48.246,30 	0%	 48.246,30 
24/01/2010	Cliente O51	RL1686	219,9	204	D04	 44.859,60 	20%	 35.887,68 
29/07/2010	Cliente O498	SP1515	89,9	109	D01	 9.799,10 	5%	 9.309,15 
03/09/2010	Cliente O544	BL1575	269,9	104	D00	 28.069,60 	0%	 28.069,60 
17/02/2010	Cliente O94	LE1700	39,9	169	D00	 6.743,10 	0%	 6.743,10 
13/09/2010	Cliente O352	CA1245	129,9	87	D00	 11.301,30 	0%	 11.301,30 
02/08/2010	Cliente O243	RL1996	269,9	52	D03	 14.034,80 	15%	 11.929,58 
01/05/2010	Cliente O405	ME1224	49,9	116	D00	 5.788,40 	0%	 5.788,40 
24/08/2010	Cliente O625	SP1374	109,9	215	D00	 23.628,50 	0%	 23.628,50 
13/01/2010	Cliente O88	SP1991	129,9	150	D00	 19.485,00 	0%	 19.485,00 
27/12/2010	Cliente O301	ME1643	49,9	217	D03	 10.828,30 	15%	 9.204,06 
21/10/2010	Cliente O116	OC1917	450,9	201	D00	 90.630,90 	0%	 90.630,90 
18/11/2010	Cliente O504	ME1349	39,9	126	D00	 5.027,40 	0%	 5.027,40 
01/04/2010	Cliente O584	RL1686	219,9	221	D00	 48.597,90 	0%	 48.597,90 
30/08/2010	Cliente O577	RL1985	309,9	111	D00	 34.398,90 	0%	 34.398,90 
08/07/2010	Cliente O223	SP1633	169,9	226	D02	 38.397,40 	10%	 34.557,66 
20/10/2010	Cliente O474	CA1933	219,9	205	D00	 45.079,50 	0%	 45.079,50 
01/05/2010	Cliente O226	SP1873	159,9	24	D00	 3.837,60 	0%	 3.837,60 
05/09/2010	Cliente O124	OC1814	290,9	88	D04	 25.599,20 	20%	 20.479,36 
25/11/2010	Cliente O428	OC1197	290,9	138	D00	 40.144,20 	0%	 40.144,20 
08/09/2010	Cliente O630	CA1712	219,9	192	D00	 42.220,80 	0%	 42.220,80 
30/11/2010	Cliente O562	SP1873	159,9	146	D00	 23.345,40 	0%	 23.345,40 
06/03/2010	Cliente O500	SP1432	169,9	77	D00	 13.082,30 	0%	 13.082,30 
17/01/2010	Cliente O313	SP1149	159,9	131	D02	 20.946,90 	10%	 18.852,21 
26/02/2010	Cliente O569	OC1921	450,9	160	D00	 72.144,00 	0%	 72.144,00 
23/12/2010	Cliente O500	LE1443	49,9	60	D00	 2.994,00 	0%	 2.994,00 
14/08/2010	Cliente O342	RL1996	269,9	217	D03	 58.568,30 	15%	 49.783,06 
17/11/2010	Cliente O215	BL1011	269,9	47	D00	 12.685,30 	0%	 12.685,30 
10/02/2010	Cliente O509	CA1933	219,9	68	D01	 14.953,20 	5%	 14.205,54 
27/10/2010	Cliente O236	ME1770	49,9	36	D00	 1.796,40 	0%	 1.796,40 
18/07/2010	Cliente O511	RL1352	309,9	197	D00	 61.050,30 	0%	 61.050,30 
06/10/2010	Cliente O634	SP1498	169,9	25	D04	 4.247,50 	20%	 3.398,00 
19/06/2010	Cliente O553	CA1779	219,9	17	D00	 3.738,30 	0%	 3.738,30 
19/05/2010	Cliente O447	MO1992	269,9	147	D00	 39.675,30 	0%	 39.675,30 
29/09/2010	Cliente O571	RL1908	219,9	219	D01	 48.158,10 	5%	 45.750,20 
09/02/2010	Cliente O525	CA1779	219,9	42	D00	 9.235,80 	0%	 9.235,80 
02/02/2010	Cliente O551	SP1633	169,9	247	D00	 41.965,30 	0%	 41.965,30 
24/07/2010	Cliente O615	ME1646	49,9	18	D00	 898,20 	0%	 898,20 
06/06/2010	Cliente O275	ME1085	39,9	195	D01	 7.780,50 	5%	 7.391,48 
27/10/2010	Cliente O354	ME1924	39,9	89	D00	 3.551,10 	0%	 3.551,10 
03/01/2010	Cliente O151	CA1476	169,9	117	D00	 19.878,30 	0%	 19.878,30 
21/08/2010	Cliente O1	MO1307	189,9	166	D05	 31.523,40 	25%	 23.642,55 
09/11/2010	Cliente O191	SP1012	159,9	248	D00	 39.655,20 	0%	 39.655,20 
25/03/2010	Cliente O80	CA1203	169,9	53	D00	 9.004,70 	0%	 9.004,70 
06/03/2010	Cliente O359	ME1924	39,9	148	D05	 5.905,20 	25%	 4.428,90 
22/05/2010	Cliente O239	ME1781	49,9	95	D01	 4.740,50 	5%	 4.503,48 
15/01/2010	Cliente O607	MO1589	289,9	105	D03	 30.439,50 	15%	 25.873,58 
09/07/2010	Cliente O621	SP1594	129,9	103	D00	 13.379,70 	0%	 13.379,70 
31/10/2010	Cliente O52	OC1478	290,9	176	D00	 51.198,40 	0%	 51.198,40 
03/03/2010	Cliente O546	SP1231	89,9	170	D00	 15.283,00 	0%	 15.283,00 
03/08/2010	Cliente O470	BL1867	219,09	21	D00	 4.600,89 	0%	 4.600,89 
25/08/2010	Cliente O639	ME1240	49,9	224	D00	 11.177,60 	0%	 11.177,60 
12/02/2010	Cliente O172	RL1452	219,9	47	D02	 10.335,30 	10%	 9.301,77 
01/06/2010	Cliente O248	BL1416	269,9	214	D02	 57.758,60 	10%	 51.982,74 
15/01/2010	Cliente O465	OC1707	259,9	243	D00	 63.155,70 	0%	 63.155,70 
24/06/2010	Cliente O544	CT1066	109,9	114	D00	 12.528,60 	0%	 12.528,60 
23/03/2010	Cliente O120	SP1594	129,9	121	D00	 15.717,90 	0%	 15.717,90 
30/03/2010	Cliente O252	CA1098	129,9	17	D00	 2.208,30 	0%	 2.208,30 
31/12/2010	Cliente O241	LE1033	39,9	126	D00	 5.027,40 	0%	 5.027,40 
09/07/2010	Cliente O233	ME1054	49,9	67	D00	 3.343,30 	0%	 3.343,30 
31/12/2010	Cliente O369	RL1883	199,9	180	D00	 35.982,00 	0%	 35.982,00 
27/03/2010	Cliente O490	SP1773	129,9	38	D00	 4.936,20 	0%	 4.936,20 
01/06/2010	Cliente O447	ME1555	49,9	96	D00	 4.790,40 	0%	 4.790,40 
19/06/2010	Cliente O328	MO1329	289,9	145	D00	 42.035,50 	0%	 42.035,50 
11/02/2010	Cliente O296	SP1867	129,9	196	D04	 25.460,40 	20%	 20.368,32 
27/02/2010	Cliente O550	RL1788	269,9	19	D00	 5.128,10 	0%	 5.128,10 
22/01/2010	Cliente O572	OC1975	279,9	241	D00	 67.455,90 	0%	 67.455,90 
07/02/2010	Cliente O104	CT1301	139,9	133	D00	 18.606,70 	0%	 18.606,70 
06/11/2010	Cliente O67	LE1714	49,9	72	D00	 3.592,80 	0%	 3.592,80 
05/04/2010	Cliente O478	OC1891	310,9	20	D03	 6.218,00 	15%	 5.285,30 
15/08/2010	Cliente O417	LE1768	49,9	199	D00	 9.930,10 	0%	 9.930,10 
14/08/2010	Cliente O321	ME1918	49,9	117	D00	 5.838,30 	0%	 5.838,30 
01/08/2010	Cliente O460	BL1518	219,09	196	D00	 42.941,64 	0%	 42.941,64 
22/04/2010	Cliente O6	LE1216	49,9	124	D00	 6.187,60 	0%	 6.187,60 
08/05/2010	Cliente O182	SP1149	159,9	124	D00	 19.827,60 	0%	 19.827,60 
23/02/2010	Cliente O258	BL1196	179,9	160	D00	 28.784,00 	0%	 28.784,00 
13/01/2010	Cliente O257	BL1011	269,9	240	D00	 64.776,00 	0%	 64.776,00 
13/05/2010	Cliente O465	MO1362	269,9	136	D00	 36.706,40 	0%	 36.706,40 
04/05/2010	Cliente O236	LE1198	49,9	183	D00	 9.131,70 	0%	 9.131,70 
04/03/2010	Cliente O442	RL1883	199,9	109	D05	 21.789,10 	25%	 16.341,83 
19/12/2010	Cliente O240	RL1530	219,9	232	D05	 51.016,80 	25%	 38.262,60 
18/10/2010	Cliente O573	ME1770	49,9	78	D05	 3.892,20 	25%	 2.919,15 
11/12/2010	Cliente O274	BL1301	189,9	146	D05	 27.725,40 	25%	 20.794,05 
28/12/2010	Cliente O623	RL1985	309,9	211	D01	 65.388,90 	5%	 62.119,46 
06/09/2010	Cliente O82	ME1858	49,9	24	D00	 1.197,60 	0%	 1.197,60 
25/12/2010	Cliente O580	SP1515	89,9	38	D03	 3.416,20 	15%	 2.903,77 
24/08/2010	Cliente O295	BL1623	219,09	146	D00	 31.987,14 	0%	 31.987,14 
06/11/2010	Cliente O473	ME1858	49,9	36	D00	 1.796,40 	0%	 1.796,40 
14/06/2010	Cliente O450	SP1455	109,9	33	D00	 3.626,70 	0%	 3.626,70 
24/01/2010	Cliente O9	OC1891	310,9	147	D00	 45.702,30 	0%	 45.702,30 
06/09/2010	Cliente O460	OC1005	450,9	110	D02	 49.599,00 	10%	 44.639,10 
18/07/2010	Cliente O352	ME1224	49,9	214	D00	 10.678,60 	0%	 10.678,60 
16/10/2010	Cliente O11	CA1164	169,9	151	D00	 25.654,90 	0%	 25.654,90 
29/08/2010	Cliente O449	CA1391	219,9	202	D01	 44.419,80 	5%	 42.198,81 
20/02/2010	Cliente O534	ME1470	39,9	105	D00	 4.189,50 	0%	 4.189,50 
06/01/2010	Cliente O530	SP1613	159,9	79	D00	 12.632,10 	0%	 12.632,10 
25/01/2010	Cliente O149	CA1199	219,9	235	D00	 51.676,50 	0%	 51.676,50 
23/06/2010	Cliente O612	OC1420	279,9	24	D00	 6.717,60 	0%	 6.717,60 
05/05/2010	Cliente O626	SP1143	109,9	116	D02	 12.748,40 	10%	 11.473,56 
02/11/2010	Cliente O135	CA1659	219,9	193	D04	 42.440,70 	20%	 33.952,56 
08/12/2010	Cliente O434	ME1337	39,9	81	D02	 3.231,90 	10%	 2.908,71 
14/06/2010	Cliente O172	RL1452	219,9	213	D00	 46.838,70 	0%	 46.838,70 
19/06/2010	Cliente O556	LE1921	39,9	155	D00	 6.184,50 	0%	 6.184,50 
30/10/2010	Cliente O239	RL1996	269,9	66	D00	 17.813,40 	0%	 17.813,40 
18/06/2010	Cliente O539	RL1578	219,9	206	D00	 45.299,40 	0%	 45.299,40 
30/06/2010	Cliente O342	RL1931	269,9	46	D00	 12.415,40 	0%	 12.415,40 
29/10/2010	Cliente O355	CA1881	219,9	214	D02	 47.058,60 	10%	 42.352,74 
07/04/2010	Cliente O416	RL1530	219,9	207	D00	 45.519,30 	0%	 45.519,30 
29/11/2010	Cliente O434	ME1918	49,9	16	D04	 798,40 	20%	 638,72 
31/01/2010	Cliente O537	ME1695	39,9	176	D05	 7.022,40 	25%	 5.266,80 
25/07/2010	Cliente O466	MO1808	289,9	140	D01	 40.586,00 	5%	 38.556,70 
12/08/2010	Cliente O157	ME1173	39,9	19	D00	 758,10 	0%	 758,10 
28/09/2010	Cliente O467	SP1038	129,9	242	D00	 31.435,80 	0%	 31.435,80 
15/07/2010	Cliente O562	SP1580	109,9	118	D03	 12.968,20 	15%	 11.022,97 
27/06/2010	Cliente O59	LE1216	49,9	132	D01	 6.586,80 	5%	 6.257,46 
13/03/2010	Cliente O93	BL1867	219,09	140	D02	 30.672,60 	10%	 27.605,34 
12/04/2010	Cliente O104	OC1473	450,9	109	D05	 49.148,10 	25%	 36.861,08 
18/12/2010	Cliente O651	SP1922	169,9	142	D04	 24.125,80 	20%	 19.300,64 
02/01/2010	Cliente O548	CT1055	109,9	197	D00	 21.650,30 	0%	 21.650,30 
24/11/2010	Cliente O515	LE1350	49,9	84	D00	 4.191,60 	0%	 4.191,60 
03/08/2010	Cliente O482	ME1263	49,9	62	D00	 3.093,80 	0%	 3.093,80 
29/05/2010	Cliente O528	SP1104	109,9	243	D00	 26.705,70 	0%	 26.705,70 
23/08/2010	Cliente O422	RL1172	219,9	210	D00	 46.179,00 	0%	 46.179,00 
28/03/2010	Cliente O219	ME1263	49,9	37	D00	 1.846,30 	0%	 1.846,30 
31/05/2010	Cliente O472	ME1582	49,9	153	D01	 7.634,70 	5%	 7.252,97 
04/08/2010	Cliente O338	BL1575	269,9	196	D00	 52.900,40 	0%	 52.900,40 
30/08/2010	Cliente O132	MO1416	189,9	221	D00	 41.967,90 	0%	 41.967,90 
19/03/2010	Cliente O73	SP1991	129,9	185	D00	 24.031,50 	0%	 24.031,50 
26/06/2010	Cliente O630	MO1392	219,9	245	D00	 53.875,50 	0%	 53.875,50 
29/05/2010	Cliente O512	ME1223	49,9	29	D00	 1.447,10 	0%	 1.447,10 
15/10/2010	Cliente O253	SP1911	159,9	149	D03	 23.825,10 	15%	 20.251,34 
19/01/2010	Cliente O257	OC1009	450,9	150	D00	 67.635,00 	0%	 67.635,00 
07/12/2010	Cliente O440	ME1646	49,9	135	D00	 6.736,50 	0%	 6.736,50 
08/05/2010	Cliente O430	CA1227	129,9	83	D04	 10.781,70 	20%	 8.625,36 
17/06/2010	Cliente O344	BL1214	169,9	88	D00	 14.951,20 	0%	 14.951,20 
01/10/2010	Cliente O399	OC1183	450,9	168	D00	 75.751,20 	0%	 75.751,20 
26/12/2010	Cliente O72	SP1991	129,9	30	D04	 3.897,00 	20%	 3.117,60 
16/07/2010	Cliente O266	CT1472	109,9	175	D00	 19.232,50 	0%	 19.232,50 
11/10/2010	Cliente O587	SP1922	169,9	153	D01	 25.994,70 	5%	 24.694,97 
08/10/2010	Cliente O349	ME1240	49,9	234	D00	 11.676,60 	0%	 11.676,60 
20/01/2010	Cliente O273	RL1931	269,9	244	D00	 65.855,60 	0%	 65.855,60 
13/11/2010	Cliente O164	CT1488	139,9	235	D00	 32.876,50 	0%	 32.876,50 
11/08/2010	Cliente O201	MO1362	269,9	30	D00	 8.097,00 	0%	 8.097,00 
29/01/2010	Cliente O3	SP1911	159,9	43	D00	 6.875,70 	0%	 6.875,70 
17/10/2010	Cliente O238	RL1212	219,9	228	D00	 50.137,20 	0%	 50.137,20 
21/08/2010	Cliente O394	OC1183	450,9	180	D00	 81.162,00 	0%	 81.162,00 
11/05/2010	Cliente O355	SP1515	89,9	233	D00	 20.946,70 	0%	 20.946,70 
04/09/2010	Cliente O390	SP1867	129,9	177	D00	 22.992,30 	0%	 22.992,30 
24/07/2010	Cliente O40	LE1532	49,9	65	D01	 3.243,50 	5%	 3.081,33 
01/04/2010	Cliente O19	MO1458	269,9	232	D00	 62.616,80 	0%	 62.616,80 
04/10/2010	Cliente O39	LE1033	39,9	245	D00	 9.775,50 	0%	 9.775,50 
05/05/2010	Cliente O174	SP1652	109,9	206	D03	 22.639,40 	15%	 19.243,49 
27/02/2010	Cliente O265	MO1763	289,9	106	D05	 30.729,40 	25%	 23.047,05 
13/12/2010	Cliente O495	LE1443	49,9	193	D00	 9.630,70 	0%	 9.630,70 
03/04/2010	Cliente O360	ME1936	39,9	211	D00	 8.418,90 	0%	 8.418,90 
30/05/2010	Cliente O158	MO1024	199,9	161	D00	 32.183,90 	0%	 32.183,90 
14/04/2010	Cliente O395	BL1800	179,9	106	D03	 19.069,40 	15%	 16.208,99 
27/02/2010	Cliente O626	CA1933	219,9	209	D02	 45.959,10 	10%	 41.363,19 
20/09/2010	Cliente O492	RL1436	309,9	212	D05	 65.698,80 	25%	 49.274,10 
11/07/2010	Cliente O393	BL1518	219,09	187	D00	 40.969,83 	0%	 40.969,83 
12/01/2010	Cliente O586	SP1580	109,9	249	D00	 27.365,10 	0%	 27.365,10 
23/12/2010	Cliente O322	OC1005	450,9	70	D00	 31.563,00 	0%	 31.563,00 
17/04/2010	Cliente O286	OC1131	290,9	213	D01	 61.961,70 	5%	 58.863,62 
21/04/2010	Cliente O503	ME1254	39,9	245	D02	 9.775,50 	10%	 8.797,95 
07/11/2010	Cliente O608	BL1035	269,9	165	D00	 44.533,50 	0%	 44.533,50 
23/11/2010	Cliente O470	OC1280	279,9	158	D00	 44.224,20 	0%	 44.224,20 
24/12/2010	Cliente O114	OC1999	310,9	205	D00	 63.734,50 	0%	 63.734,50 
01/10/2010	Cliente O514	OC1280	279,9	10	D00	 2.799,00 	0%	 2.799,00 
30/01/2010	Cliente O541	OC1197	290,9	13	D03	 3.781,70 	15%	 3.214,45 
31/05/2010	Cliente O120	ME1324	39,9	41	D00	 1.635,90 	0%	 1.635,90 
18/10/2010	Cliente O572	RL1436	309,9	166	D00	 51.443,40 	0%	 51.443,40 
07/03/2010	Cliente O381	RL1698	309,9	97	D00	 30.060,30 	0%	 30.060,30 
14/05/2010	Cliente O301	CA1830	129,9	52	D01	 6.754,80 	5%	 6.417,06 
24/02/2010	Cliente O104	SP1190	109,9	238	D02	 26.156,20 	10%	 23.540,58 
25/04/2010	Cliente O189	BL1604	219,09	149	D00	 32.644,41 	0%	 32.644,41 
21/01/2010	Cliente O77	BL1214	169,9	141	D00	 23.955,90 	0%	 23.955,90 
29/08/2010	Cliente O483	ME1555	49,9	229	D00	 11.427,10 	0%	 11.427,10 
13/05/2010	Cliente O613	ME1729	49,9	229	D00	 11.427,10 	0%	 11.427,10 
12/01/2010	Cliente O284	RL1212	219,9	22	D01	 4.837,80 	5%	 4.595,91 
23/11/2010	Cliente O161	OC1131	290,9	126	D00	 36.653,40 	0%	 36.653,40 
25/10/2010	Cliente O279	RL1985	309,9	94	D00	 29.130,60 	0%	 29.130,60 
06/02/2010	Cliente O497	LE1286	49,9	64	D00	 3.193,60 	0%	 3.193,60 
06/04/2010	Cliente O219	RL1839	309,9	151	D00	 46.794,90 	0%	 46.794,90 
09/01/2010	Cliente O462	BL1745	219,09	101	D00	 22.128,09 	0%	 22.128,09 
06/01/2010	Cliente O286	OC1312	290,9	139	D03	 40.435,10 	15%	 34.369,84 
01/08/2010	Cliente O177	ME1729	49,9	247	D00	 12.325,30 	0%	 12.325,30 
05/10/2010	Cliente O180	BL1655	189,9	154	D00	 29.244,60 	0%	 29.244,60 
21/11/2010	Cliente O509	SP1153	89,9	149	D00	 13.395,10 	0%	 13.395,10 
19/07/2010	Cliente O121	MO1458	269,9	152	D00	 41.024,80 	0%	 41.024,80 
29/07/2010	Cliente O576	MO1416	189,9	135	D00	 25.636,50 	0%	 25.636,50 
23/07/2010	Cliente O368	RL1510	199,9	92	D00	 18.390,80 	0%	 18.390,80 
16/12/2010	Cliente O169	LE1431	39,9	36	D00	 1.436,40 	0%	 1.436,40 
07/09/2010	Cliente O329	CT1204	159,9	164	D03	 26.223,60 	15%	 22.290,06 
27/04/2010	Cliente O536	BL1484	169,9	166	D00	 28.203,40 	0%	 28.203,40 
23/12/2010	Cliente O535	SP1995	89,9	42	D01	 3.775,80 	5%	 3.587,01 
22/08/2010	Cliente O212	SP1035	129,9	171	D01	 22.212,90 	5%	 21.102,26 
11/08/2010	Cliente O559	ME1729	49,9	193	D05	 9.630,70 	25%	 7.223,03 
11/04/2010	Cliente O473	RL1075	219,9	165	D00	 36.283,50 	0%	 36.283,50 
12/09/2010	Cliente O594	MO1683	289,9	96	D00	 27.830,40 	0%	 27.830,40 
05/12/2010	Cliente O83	OC1131	290,9	118	D00	 34.326,20 	0%	 34.326,20 
31/10/2010	Cliente O37	RL1580	269,9	85	D00	 22.941,50 	0%	 22.941,50 
18/06/2010	Cliente O113	BL1655	189,9	100	D02	 18.990,00 	10%	 17.091,00 
18/07/2010	Cliente O439	CT1472	109,9	93	D01	 10.220,70 	5%	 9.709,67 
23/04/2010	Cliente O383	LE1158	49,9	94	D05	 4.690,60 	25%	 3.517,95 
08/11/2010	Cliente O653	SP1294	169,9	143	D00	 24.295,70 	0%	 24.295,70 
30/12/2010	Cliente O392	BL1604	219,09	93	D00	 20.375,37 	0%	 20.375,37 
12/05/2010	Cliente O301	MO1141	289,9	141	D00	 40.875,90 	0%	 40.875,90 
31/10/2010	Cliente O361	MO1329	289,9	225	D00	 65.227,50 	0%	 65.227,50 
08/06/2010	Cliente O494	MO1545	269,9	152	D00	 41.024,80 	0%	 41.024,80 
12/11/2010	Cliente O636	SP1216	169,9	86	D00	 14.611,40 	0%	 14.611,40 
21/03/2010	Cliente O45	SP1580	109,9	55	D00	 6.044,50 	0%	 6.044,50 
25/05/2010	Cliente O645	MO1589	289,9	239	D00	 69.286,10 	0%	 69.286,10 
21/03/2010	Cliente O301	BL1352	269,9	110	D04	 29.689,00 	20%	 23.751,20 
14/01/2010	Cliente O116	BL1547	169,9	66	D00	 11.213,40 	0%	 11.213,40 
25/12/2010	Cliente O508	OC1255	290,9	187	D01	 54.398,30 	5%	 51.678,39 
29/04/2010	Cliente O218	RL1067	219,9	20	D03	 4.398,00 	15%	 3.738,30 
22/10/2010	Cliente O460	CT1533	109,9	224	D00	 24.617,60 	0%	 24.617,60 
27/04/2010	Cliente O235	OC1255	290,9	189	D00	 54.980,10 	0%	 54.980,10 
31/10/2010	Cliente O507	OC1098	290,9	229	D00	 66.616,10 	0%	 66.616,10 
27/06/2010	Cliente O133	MO1329	289,9	148	D00	 42.905,20 	0%	 42.905,20 
05/02/2010	Cliente O297	OC1416	310,9	234	D00	 72.750,60 	0%	 72.750,60 
05/03/2010	Cliente O545	MO1458	269,9	172	D00	 46.422,80 	0%	 46.422,80 
05/01/2010	Cliente O426	CA1391	219,9	152	D00	 33.424,80 	0%	 33.424,80 
01/08/2010	Cliente O474	RL1521	269,9	148	D00	 39.945,20 	0%	 39.945,20 
19/11/2010	Cliente O599	LE1198	49,9	53	D00	 2.644,70 	0%	 2.644,70 
30/07/2010	Cliente O606	MO1763	289,9	36	D00	 10.436,40 	0%	 10.436,40 
22/03/2010	Cliente O358	BL1450	269,9	87	D02	 23.481,30 	10%	 21.133,17 
19/07/2010	Cliente O195	CA1172	129,9	243	D00	 31.565,70 	0%	 31.565,70 
07/07/2010	Cliente O202	CA1131	169,9	205	D00	 34.829,50 	0%	 34.829,50 
11/05/2010	Cliente O29	RL1678	309,9	172	D01	 53.302,80 	5%	 50.637,66 
01/04/2010	Cliente O641	SP1384	89,9	62	D00	 5.573,80 	0%	 5.573,80 
07/06/2010	Cliente O175	MO1589	289,9	160	D04	 46.384,00 	20%	 37.107,20 
18/10/2010	Cliente O472	CA1224	129,9	70	D00	 9.093,00 	0%	 9.093,00 
07/01/2010	Cliente O129	BL1745	219,09	212	D00	 46.447,08 	0%	 46.447,08 
20/06/2010	Cliente O477	SP1991	129,9	163	D00	 21.173,70 	0%	 21.173,70 
15/11/2010	Cliente O417	RL1448	309,9	14	D03	 4.338,60 	15%	 3.687,81 
