Data Venda	Nome Cliente	Item	Preço Unitário	Quantidade	Desconto	 Valor Total 	Valor Desconto	 Valor Líquido 
19/12/2016	Cliente O646	SP1009	109,9	176	D04	 19.342,40 	20%	 15.473,92 
19/01/2016	Cliente O553	LE1180	49,9	42	D01	 2.095,80 	5%	 1.991,01 
26/04/2016	Cliente O163	BL1547	169,9	207	D00	 35.169,30 	0%	 35.169,30 
20/12/2016	Cliente O410	ME1701	49,9	57	D00	 2.844,30 	0%	 2.844,30 
27/02/2016	Cliente O482	RL1510	199,9	23	D05	 4.597,70 	25%	 3.448,28 
30/08/2016	Cliente O405	BL1426	179,9	15	D00	 2.698,50 	0%	 2.698,50 
23/02/2016	Cliente O314	MO1763	289,9	111	D05	 32.178,90 	25%	 24.134,18 
04/10/2016	Cliente O184	RL1686	219,9	11	D00	 2.418,90 	0%	 2.418,90 
16/03/2016	Cliente O646	RL1698	309,9	87	D02	 26.961,30 	10%	 24.265,17 
07/04/2016	Cliente O183	MO1458	269,9	217	D03	 58.568,30 	15%	 49.783,06 
10/06/2016	Cliente O125	SP1026	109,9	169	D04	 18.573,10 	20%	 14.858,48 
02/07/2016	Cliente O266	RL1212	219,9	153	D00	 33.644,70 	0%	 33.644,70 
27/05/2016	Cliente O115	OC1677	310,9	48	D00	 14.923,20 	0%	 14.923,20 
19/09/2016	Cliente O605	OC1183	450,9	83	D00	 37.424,70 	0%	 37.424,70 
05/09/2016	Cliente O244	ME1527	39,9	40	D00	 1.596,00 	0%	 1.596,00 
11/05/2016	Cliente O132	BL1604	219,09	33	D01	 7.229,97 	5%	 6.868,47 
09/02/2016	Cliente O136	CA1830	129,9	243	D00	 31.565,70 	0%	 31.565,70 
04/02/2016	Cliente O333	ME1061	49,9	201	D03	 10.029,90 	15%	 8.525,42 
05/11/2016	Cliente O51	MO1543	189,9	96	D01	 18.230,40 	5%	 17.318,88 
10/11/2016	Cliente O207	ME1192	49,9	158	D00	 7.884,20 	0%	 7.884,20 
01/10/2016	Cliente O193	MO1387	269,9	90	D01	 24.291,00 	5%	 23.076,45 
13/12/2016	Cliente O51	RL1521	269,9	88	D03	 23.751,20 	15%	 20.188,52 
22/01/2016	Cliente O323	RL1702	269,9	48	D00	 12.955,20 	0%	 12.955,20 
15/04/2016	Cliente O576	CA1164	169,9	150	D00	 25.485,00 	0%	 25.485,00 
05/02/2016	Cliente O44	OC1999	310,9	23	D00	 7.150,70 	0%	 7.150,70 
31/07/2016	Cliente O502	SP1601	109,9	114	D00	 12.528,60 	0%	 12.528,60 
06/09/2016	Cliente O272	CA1245	129,9	106	D04	 13.769,40 	20%	 11.015,52 
06/05/2016	Cliente O61	ME1223	49,9	117	D00	 5.838,30 	0%	 5.838,30 
18/06/2016	Cliente O222	SP1072	159,9	44	D00	 7.035,60 	0%	 7.035,60 
13/04/2016	Cliente O29	MO1545	269,9	122	D05	 32.927,80 	25%	 24.695,85 
28/11/2016	Cliente O141	SP1580	109,9	113	D00	 12.418,70 	0%	 12.418,70 
27/10/2016	Cliente O39	RL1451	199,9	74	D00	 14.792,60 	0%	 14.792,60 
10/03/2016	Cliente O380	BL1867	219,09	217	D00	 47.542,53 	0%	 47.542,53 
22/10/2016	Cliente O382	ME1872	39,9	225	D02	 8.977,50 	10%	 8.079,75 
04/06/2016	Cliente O622	OC1760	259,9	174	D00	 45.222,60 	0%	 45.222,60 
24/12/2016	Cliente O614	MO1494	189,9	185	D00	 35.131,50 	0%	 35.131,50 
05/01/2016	Cliente O308	MO1362	269,9	75	D00	 20.242,50 	0%	 20.242,50 
11/01/2016	Cliente O134	ME1646	49,9	99	D00	 4.940,10 	0%	 4.940,10 
03/02/2016	Cliente O378	MO1141	289,9	67	D00	 19.423,30 	0%	 19.423,30 
01/09/2016	Cliente O275	RL1547	219,9	24	D00	 5.277,60 	0%	 5.277,60 
26/01/2016	Cliente O172	MO1024	199,9	63	D00	 12.593,70 	0%	 12.593,70 
06/08/2016	Cliente O349	OC1183	450,9	16	D00	 7.214,40 	0%	 7.214,40 
01/11/2016	Cliente O405	MO1683	289,9	194	D00	 56.240,60 	0%	 56.240,60 
09/09/2016	Cliente O318	RL1075	219,9	56	D02	 12.314,40 	10%	 11.082,96 
24/10/2016	Cliente O73	BL1743	179,9	96	D00	 17.270,40 	0%	 17.270,40 
17/03/2016	Cliente O370	LE1243	39,9	183	D00	 7.301,70 	0%	 7.301,70 
01/08/2016	Cliente O538	CA1510	169,9	215	D03	 36.528,50 	15%	 31.049,23 
28/05/2016	Cliente O377	RL1105	269,9	241	D01	 65.045,90 	5%	 61.793,61 
02/03/2016	Cliente O520	MO1763	289,9	177	D00	 51.312,30 	0%	 51.312,30 
05/05/2016	Cliente O41	CA1510	169,9	99	D00	 16.820,10 	0%	 16.820,10 
04/05/2016	Cliente O504	RL1352	309,9	227	D00	 70.347,30 	0%	 70.347,30 
17/03/2016	Cliente O190	OC1777	259,9	94	D02	 24.430,60 	10%	 21.987,54 
14/10/2016	Cliente O476	OC1771	279,9	73	D00	 20.432,70 	0%	 20.432,70 
04/06/2016	Cliente O139	BL1484	169,9	70	D00	 11.893,00 	0%	 11.893,00 
03/04/2016	Cliente O527	SP1855	109,9	159	D04	 17.474,10 	20%	 13.979,28 
30/01/2016	Cliente O179	BL1478	179,9	155	D03	 27.884,50 	15%	 23.701,83 
03/09/2016	Cliente O83	BL1518	219,09	33	D05	 7.229,97 	25%	 5.422,48 
16/04/2016	Cliente O628	LE1683	39,9	99	D03	 3.950,10 	15%	 3.357,59 
24/02/2016	Cliente O526	ME1646	49,9	244	D00	 12.175,60 	0%	 12.175,60 
03/10/2016	Cliente O250	CT1060	159,9	65	D00	 10.393,50 	0%	 10.393,50 
11/04/2016	Cliente O327	LE1720	39,9	157	D00	 6.264,30 	0%	 6.264,30 
28/02/2016	Cliente O22	BL1655	189,9	195	D01	 37.030,50 	5%	 35.178,98 
29/08/2016	Cliente O142	RL1702	269,9	19	D00	 5.128,10 	0%	 5.128,10 
18/11/2016	Cliente O245	ME1108	49,9	225	D01	 11.227,50 	5%	 10.666,13 
29/02/2016	Cliente O554	MO1681	219,9	210	D00	 46.179,00 	0%	 46.179,00 
26/06/2016	Cliente O147	OC1138	290,9	202	D00	 58.761,80 	0%	 58.761,80 
23/11/2016	Cliente O384	MO1677	219,9	133	D00	 29.246,70 	0%	 29.246,70 
01/12/2016	Cliente O566	SP1662	89,9	84	D00	 7.551,60 	0%	 7.551,60 
18/02/2016	Cliente O326	BL1416	269,9	69	D00	 18.623,10 	0%	 18.623,10 
23/02/2016	Cliente O571	LE1360	39,9	60	D00	 2.394,00 	0%	 2.394,00 
09/02/2016	Cliente O486	LE1921	39,9	58	D00	 2.314,20 	0%	 2.314,20 
24/08/2016	Cliente O523	LE1532	49,9	92	D00	 4.590,80 	0%	 4.590,80 
15/08/2016	Cliente O32	ME1192	49,9	59	D00	 2.944,10 	0%	 2.944,10 
18/03/2016	Cliente O217	CA1933	219,9	149	D00	 32.765,10 	0%	 32.765,10 
20/10/2016	Cliente O548	MO1420	289,9	106	D03	 30.729,40 	15%	 26.119,99 
16/10/2016	Cliente O363	LE1799	49,9	10	D04	 499,00 	20%	 399,20 
27/06/2016	Cliente O216	LE1683	39,9	184	D00	 7.341,60 	0%	 7.341,60 
28/01/2016	Cliente O582	LE1350	49,9	131	D01	 6.536,90 	5%	 6.210,06 
18/10/2016	Cliente O13	RL1521	269,9	198	D00	 53.440,20 	0%	 53.440,20 
21/05/2016	Cliente O456	RL1352	309,9	70	D04	 21.693,00 	20%	 17.354,40 
29/07/2016	Cliente O578	ME1085	39,9	179	D00	 7.142,10 	0%	 7.142,10 
26/05/2016	Cliente O316	SP1175	169,9	237	D00	 40.266,30 	0%	 40.266,30 
08/02/2016	Cliente O627	MO1589	289,9	92	D00	 26.670,80 	0%	 26.670,80 
19/03/2016	Cliente O395	BL1800	179,9	62	D00	 11.153,80 	0%	 11.153,80 
08/02/2016	Cliente O342	SP1102	109,9	169	D00	 18.573,10 	0%	 18.573,10 
07/01/2016	Cliente O25	SP1240	129,9	147	D00	 19.095,30 	0%	 19.095,30 
08/01/2016	Cliente O284	ME1936	39,9	250	D00	 9.975,00 	0%	 9.975,00 
19/07/2016	Cliente O332	ME1729	49,9	99	D05	 4.940,10 	25%	 3.705,08 
28/05/2016	Cliente O438	SP1292	129,9	24	D00	 3.117,60 	0%	 3.117,60 
18/10/2016	Cliente O241	SP1231	89,9	235	D00	 21.126,50 	0%	 21.126,50 
14/11/2016	Cliente O639	CA1172	129,9	57	D01	 7.404,30 	5%	 7.034,09 
29/06/2016	Cliente O67	MO1191	199,9	161	D00	 32.183,90 	0%	 32.183,90 
04/02/2016	Cliente O306	SP1539	169,9	89	D00	 15.121,10 	0%	 15.121,10 
09/06/2016	Cliente O86	LE1033	39,9	180	D00	 7.182,00 	0%	 7.182,00 
27/11/2016	Cliente O637	MO1329	289,9	200	D04	 57.980,00 	20%	 46.384,00 
18/09/2016	Cliente O114	OC1760	259,9	183	D04	 47.561,70 	20%	 38.049,36 
16/04/2016	Cliente O251	ME1643	49,9	64	D00	 3.193,60 	0%	 3.193,60 
22/02/2016	Cliente O377	OC1312	290,9	180	D00	 52.362,00 	0%	 52.362,00 
18/11/2016	Cliente O186	RL1436	309,9	11	D00	 3.408,90 	0%	 3.408,90 
15/06/2016	Cliente O391	SP1068	129,9	53	D00	 6.884,70 	0%	 6.884,70 
22/08/2016	Cliente O358	CT1084	109,9	49	D00	 5.385,10 	0%	 5.385,10 
03/09/2016	Cliente O494	LE1243	39,9	221	D00	 8.817,90 	0%	 8.817,90 
08/09/2016	Cliente O151	ME1770	49,9	182	D05	 9.081,80 	25%	 6.811,35 
19/11/2016	Cliente O411	ME1858	49,9	24	D00	 1.197,60 	0%	 1.197,60 
13/07/2016	Cliente O557	SP1580	109,9	180	D00	 19.782,00 	0%	 19.782,00 
10/04/2016	Cliente O355	BL1908	189,9	156	D00	 29.624,40 	0%	 29.624,40 
22/06/2016	Cliente O577	CA1391	219,9	131	D00	 28.806,90 	0%	 28.806,90 
05/05/2016	Cliente O397	MO1462	219,9	105	D00	 23.089,50 	0%	 23.089,50 
17/04/2016	Cliente O403	BL1800	179,9	77	D00	 13.852,30 	0%	 13.852,30 
19/12/2016	Cliente O402	SP1029	89,9	151	D00	 13.574,90 	0%	 13.574,90 
08/01/2016	Cliente O35	BL1352	269,9	44	D03	 11.875,60 	15%	 10.094,26 
05/04/2016	Cliente O158	RL1146	309,9	211	D00	 65.388,90 	0%	 65.388,90 
08/08/2016	Cliente O170	ME1224	49,9	115	D00	 5.738,50 	0%	 5.738,50 
07/10/2016	Cliente O488	BL1035	269,9	206	D00	 55.599,40 	0%	 55.599,40 
23/08/2016	Cliente O467	BL1908	189,9	205	D00	 38.929,50 	0%	 38.929,50 
29/08/2016	Cliente O407	BL1518	219,09	35	D02	 7.668,15 	10%	 6.901,34 
23/08/2016	Cliente O306	RL1249	199,9	169	D00	 33.783,10 	0%	 33.783,10 
26/10/2016	Cliente O355	LE1198	49,9	182	D00	 9.081,80 	0%	 9.081,80 
05/12/2016	Cliente O25	RL1436	309,9	196	D03	 60.740,40 	15%	 51.629,34 
30/08/2016	Cliente O461	ME1470	39,9	109	D04	 4.349,10 	20%	 3.479,28 
07/02/2016	Cliente O121	BL1745	219,09	35	D01	 7.668,15 	5%	 7.284,74 
22/04/2016	Cliente O440	OC1917	450,9	245	D05	 110.470,50 	25%	 82.852,88 
18/09/2016	Cliente O387	RL1530	219,9	142	D00	 31.225,80 	0%	 31.225,80 
18/05/2016	Cliente O350	OC1611	310,9	237	D03	 73.683,30 	15%	 62.630,81 
05/05/2016	Cliente O555	RL1212	219,9	191	D00	 42.000,90 	0%	 42.000,90 
01/06/2016	Cliente O401	MO1564	269,9	30	D03	 8.097,00 	15%	 6.882,45 
21/06/2016	Cliente O366	OC1464	259,9	240	D00	 62.376,00 	0%	 62.376,00 
01/03/2016	Cliente O39	OC1771	279,9	52	D00	 14.554,80 	0%	 14.554,80 
07/12/2016	Cliente O616	OC1312	290,9	247	D00	 71.852,30 	0%	 71.852,30 
05/04/2016	Cliente O510	MO1589	289,9	82	D00	 23.771,80 	0%	 23.771,80 
30/04/2016	Cliente O622	OC1131	290,9	144	D04	 41.889,60 	20%	 33.511,68 
18/08/2016	Cliente O403	ME1444	39,9	235	D00	 9.376,50 	0%	 9.376,50 
20/07/2016	Cliente O590	RL1436	309,9	230	D03	 71.277,00 	15%	 60.585,45 
16/03/2016	Cliente O493	ME1918	49,9	23	D02	 1.147,70 	10%	 1.032,93 
13/02/2016	Cliente O336	ME1533	39,9	188	D00	 7.501,20 	0%	 7.501,20 
07/08/2016	Cliente O439	BL1575	269,9	129	D00	 34.817,10 	0%	 34.817,10 
23/12/2016	Cliente O321	CA1712	219,9	215	D00	 47.278,50 	0%	 47.278,50 
24/08/2016	Cliente O523	MO1589	289,9	49	D04	 14.205,10 	20%	 11.364,08 
19/06/2016	Cliente O98	LE1921	39,9	180	D00	 7.182,00 	0%	 7.182,00 
22/05/2016	Cliente O526	RL1174	309,9	64	D00	 19.833,60 	0%	 19.833,60 
03/01/2016	Cliente O306	MO1569	289,9	176	D00	 51.022,40 	0%	 51.022,40 
27/08/2016	Cliente O83	CT1060	159,9	14	D00	 2.238,60 	0%	 2.238,60 
20/05/2016	Cliente O651	SP1515	89,9	45	D00	 4.045,50 	0%	 4.045,50 
07/08/2016	Cliente O259	RL1352	309,9	51	D00	 15.804,90 	0%	 15.804,90 
11/07/2016	Cliente O344	OC1760	259,9	143	D00	 37.165,70 	0%	 37.165,70 
19/03/2016	Cliente O469	SP1231	89,9	45	D05	 4.045,50 	25%	 3.034,13 
20/11/2016	Cliente O411	ME1224	49,9	241	D00	 12.025,90 	0%	 12.025,90 
12/09/2016	Cliente O605	BL1627	169,9	116	D00	 19.708,40 	0%	 19.708,40 
03/10/2016	Cliente O93	BL1575	269,9	168	D00	 45.343,20 	0%	 45.343,20 
05/07/2016	Cliente O600	SP1216	169,9	213	D00	 36.188,70 	0%	 36.188,70 
03/03/2016	Cliente O14	LE1286	49,9	208	D04	 10.379,20 	20%	 8.303,36 
15/05/2016	Cliente O323	RL1150	219,9	128	D00	 28.147,20 	0%	 28.147,20 
05/09/2016	Cliente O133	OC1098	290,9	96	D00	 27.926,40 	0%	 27.926,40 
22/11/2016	Cliente O62	CA1830	129,9	81	D00	 10.521,90 	0%	 10.521,90 
25/03/2016	Cliente O645	ME1842	49,9	222	D00	 11.077,80 	0%	 11.077,80 
12/07/2016	Cliente O130	ME1061	49,9	232	D05	 11.576,80 	25%	 8.682,60 
13/12/2016	Cliente O132	BL1826	189,9	26	D00	 4.937,40 	0%	 4.937,40 
04/02/2016	Cliente O158	SP1911	159,9	122	D00	 19.507,80 	0%	 19.507,80 
19/08/2016	Cliente O129	SP1900	89,9	229	D00	 20.587,10 	0%	 20.587,10 
17/11/2016	Cliente O426	ME1268	49,9	196	D00	 9.780,40 	0%	 9.780,40 
27/03/2016	Cliente O41	SP1343	89,9	16	D00	 1.438,40 	0%	 1.438,40 
08/10/2016	Cliente O99	LE1759	39,9	222	D00	 8.857,80 	0%	 8.857,80 
05/01/2016	Cliente O91	SP1055	129,9	220	D00	 28.578,00 	0%	 28.578,00 
15/02/2016	Cliente O534	LE1508	39,9	94	D00	 3.750,60 	0%	 3.750,60 
29/07/2016	Cliente O458	OC1777	259,9	194	D05	 50.420,60 	25%	 37.815,45 
30/09/2016	Cliente O642	LE1507	39,9	137	D04	 5.466,30 	20%	 4.373,04 
23/06/2016	Cliente O511	SP1432	169,9	58	D00	 9.854,20 	0%	 9.854,20 
25/11/2016	Cliente O240	MO1763	289,9	65	D00	 18.843,50 	0%	 18.843,50 
15/07/2016	Cliente O83	SP1104	109,9	146	D01	 16.045,40 	5%	 15.243,13 
24/11/2016	Cliente O299	ME1154	49,9	48	D00	 2.395,20 	0%	 2.395,20 
07/02/2016	Cliente O203	MO1246	189,9	247	D00	 46.905,30 	0%	 46.905,30 
29/12/2016	Cliente O574	CT1204	159,9	92	D04	 14.710,80 	20%	 11.768,64 
20/05/2016	Cliente O372	OC1760	259,9	215	D00	 55.878,50 	0%	 55.878,50 
01/03/2016	Cliente O366	LE1532	49,9	154	D00	 7.684,60 	0%	 7.684,60 
05/07/2016	Cliente O111	LE1759	39,9	61	D00	 2.433,90 	0%	 2.433,90 
21/11/2016	Cliente O138	CA1268	169,9	161	D02	 27.353,90 	10%	 24.618,51 
30/08/2016	Cliente O187	OC1416	310,9	173	D00	 53.785,70 	0%	 53.785,70 
26/04/2016	Cliente O276	SP1455	109,9	16	D00	 1.758,40 	0%	 1.758,40 
28/08/2016	Cliente O448	ME1185	49,9	243	D00	 12.125,70 	0%	 12.125,70 
20/12/2016	Cliente O256	ME1349	39,9	77	D03	 3.072,30 	15%	 2.611,46 
30/11/2016	Cliente O212	SP1652	109,9	111	D00	 12.198,90 	0%	 12.198,90 
20/02/2016	Cliente O408	OC1420	279,9	230	D00	 64.377,00 	0%	 64.377,00 
01/09/2016	Cliente O462	RL1547	219,9	121	D00	 26.607,90 	0%	 26.607,90 
21/11/2016	Cliente O290	RL1407	219,9	241	D00	 52.995,90 	0%	 52.995,90 
14/09/2016	Cliente O207	LE1180	49,9	221	D03	 11.027,90 	15%	 9.373,72 
18/12/2016	Cliente O542	SP1594	129,9	217	D00	 28.188,30 	0%	 28.188,30 
03/12/2016	Cliente O237	SP1991	129,9	86	D00	 11.171,40 	0%	 11.171,40 
01/02/2016	Cliente O489	RL1410	309,9	158	D02	 48.964,20 	10%	 44.067,78 
14/06/2016	Cliente O33	LE1443	49,9	61	D00	 3.043,90 	0%	 3.043,90 
13/12/2016	Cliente O200	OC1776	290,9	76	D00	 22.108,40 	0%	 22.108,40 
17/01/2016	Cliente O490	LE1298	39,9	245	D00	 9.775,50 	0%	 9.775,50 
21/05/2016	Cliente O533	OC1280	279,9	75	D00	 20.992,50 	0%	 20.992,50 
17/09/2016	Cliente O392	SP1371	109,9	231	D03	 25.386,90 	15%	 21.578,87 
02/09/2016	Cliente O398	SP1190	109,9	242	D02	 26.595,80 	10%	 23.936,22 
26/12/2016	Cliente O343	BL1867	219,09	56	D00	 12.269,04 	0%	 12.269,04 
24/06/2016	Cliente O518	BL1643	269,9	196	D00	 52.900,40 	0%	 52.900,40 
26/12/2016	Cliente O289	CA1881	219,9	114	D04	 25.068,60 	20%	 20.054,88 
25/09/2016	Cliente O166	RL1580	269,9	145	D00	 39.135,50 	0%	 39.135,50 
14/06/2016	Cliente O305	BL1358	219,09	199	D03	 43.598,91 	15%	 37.059,07 
08/09/2016	Cliente O330	BL1743	179,9	28	D00	 5.037,20 	0%	 5.037,20 
07/02/2016	Cliente O624	RL1011	199,9	11	D00	 2.198,90 	0%	 2.198,90 
30/10/2016	Cliente O321	LE1158	49,9	57	D00	 2.844,30 	0%	 2.844,30 
26/03/2016	Cliente O649	BL1826	189,9	100	D02	 18.990,00 	10%	 17.091,00 
29/12/2016	Cliente O365	SP1012	159,9	109	D00	 17.429,10 	0%	 17.429,10 
09/09/2016	Cliente O219	ME1240	49,9	144	D03	 7.185,60 	15%	 6.107,76 
27/08/2016	Cliente O567	ME1061	49,9	29	D03	 1.447,10 	15%	 1.230,04 
07/10/2016	Cliente O564	LE1243	39,9	236	D00	 9.416,40 	0%	 9.416,40 
22/11/2016	Cliente O102	LE1286	49,9	172	D00	 8.582,80 	0%	 8.582,80 
19/05/2016	Cliente O652	LE1921	39,9	35	D00	 1.396,50 	0%	 1.396,50 
30/10/2016	Cliente O568	RL1686	219,9	51	D00	 11.214,90 	0%	 11.214,90 
13/11/2016	Cliente O398	ME1224	49,9	129	D00	 6.437,10 	0%	 6.437,10 
27/10/2016	Cliente O515	SP1218	89,9	62	D04	 5.573,80 	20%	 4.459,04 
19/01/2016	Cliente O14	BL1339	189,9	148	D00	 28.105,20 	0%	 28.105,20 
08/04/2016	Cliente O131	RL1702	269,9	111	D03	 29.958,90 	15%	 25.465,07 
22/03/2016	Cliente O515	ME1761	39,9	57	D04	 2.274,30 	20%	 1.819,44 
12/02/2016	Cliente O501	ME1770	49,9	168	D03	 8.383,20 	15%	 7.125,72 
02/12/2016	Cliente O151	OC1776	290,9	183	D00	 53.234,70 	0%	 53.234,70 
20/09/2016	Cliente O249	BL1339	189,9	122	D00	 23.167,80 	0%	 23.167,80 
28/04/2016	Cliente O623	SP1991	129,9	76	D03	 9.872,40 	15%	 8.391,54 
21/12/2016	Cliente O287	MO1221	189,9	165	D00	 31.333,50 	0%	 31.333,50 
05/04/2016	Cliente O423	MO1984	189,9	22	D01	 4.177,80 	5%	 3.968,91 
12/02/2016	Cliente O154	SP1102	109,9	93	D00	 10.220,70 	0%	 10.220,70 
11/08/2016	Cliente O349	LE1507	39,9	237	D00	 9.456,30 	0%	 9.456,30 
18/09/2016	Cliente O597	BL1035	269,9	161	D00	 43.453,90 	0%	 43.453,90 
20/05/2016	Cliente O491	MO1462	219,9	186	D00	 40.901,40 	0%	 40.901,40 
11/04/2016	Cliente O606	ME1831	39,9	122	D00	 4.867,80 	0%	 4.867,80 
01/09/2016	Cliente O219	MO1104	219,9	82	D03	 18.031,80 	15%	 15.327,03 
26/06/2016	Cliente O413	BL1339	189,9	246	D00	 46.715,40 	0%	 46.715,40 
26/02/2016	Cliente O79	SP1922	169,9	78	D00	 13.252,20 	0%	 13.252,20 
25/02/2016	Cliente O27	RL1702	269,9	10	D01	 2.699,00 	5%	 2.564,05 
04/04/2016	Cliente O227	RL1678	309,9	44	D00	 13.635,60 	0%	 13.635,60 
31/03/2016	Cliente O593	SP1029	89,9	128	D00	 11.507,20 	0%	 11.507,20 
21/01/2016	Cliente O145	SP1104	109,9	167	D04	 18.353,30 	20%	 14.682,64 
23/03/2016	Cliente O587	SP1038	129,9	155	D00	 20.134,50 	0%	 20.134,50 
28/10/2016	Cliente O339	RL1166	269,9	200	D00	 53.980,00 	0%	 53.980,00 
23/10/2016	Cliente O196	CA1245	129,9	17	D00	 2.208,30 	0%	 2.208,30 
25/09/2016	Cliente O131	RL1931	269,9	118	D05	 31.848,20 	25%	 23.886,15 
14/02/2016	Cliente O492	OC1138	290,9	213	D02	 61.961,70 	10%	 55.765,53 
03/04/2016	Cliente O37	SP1633	169,9	126	D00	 21.407,40 	0%	 21.407,40 
18/12/2016	Cliente O286	SP1068	129,9	161	D00	 20.913,90 	0%	 20.913,90 
23/04/2016	Cliente O214	OC1131	290,9	151	D00	 43.925,90 	0%	 43.925,90 
29/12/2016	Cliente O409	CA1939	219,9	168	D00	 36.943,20 	0%	 36.943,20 
01/09/2016	Cliente O290	MO1564	269,9	100	D00	 26.990,00 	0%	 26.990,00 
19/09/2016	Cliente O219	SP1231	89,9	209	D00	 18.789,10 	0%	 18.789,10 
09/07/2016	Cliente O179	MO1500	269,9	55	D01	 14.844,50 	5%	 14.102,28 
28/02/2016	Cliente O190	OC1365	279,9	59	D00	 16.514,10 	0%	 16.514,10 
09/05/2016	Cliente O34	BL1011	269,9	117	D00	 31.578,30 	0%	 31.578,30 
03/10/2016	Cliente O369	RL1105	269,9	218	D00	 58.838,20 	0%	 58.838,20 
24/11/2016	Cliente O631	MO1392	219,9	112	D00	 24.628,80 	0%	 24.628,80 
11/08/2016	Cliente O214	ME1689	49,9	236	D04	 11.776,40 	20%	 9.421,12 
20/12/2016	Cliente O72	ME1154	49,9	158	D03	 7.884,20 	15%	 6.701,57 
13/02/2016	Cliente O251	ME1533	39,9	20	D00	 798,00 	0%	 798,00 
04/01/2016	Cliente O274	OC1197	290,9	32	D02	 9.308,80 	10%	 8.377,92 
13/01/2016	Cliente O555	CA1268	169,9	126	D01	 21.407,40 	5%	 20.337,03 
10/01/2016	Cliente O551	CA1203	169,9	86	D02	 14.611,40 	10%	 13.150,26 
24/09/2016	Cliente O45	BL1627	169,9	178	D00	 30.242,20 	0%	 30.242,20 
16/06/2016	Cliente O468	RL1401	269,9	232	D04	 62.616,80 	20%	 50.093,44 
17/05/2016	Cliente O590	OC1138	290,9	15	D02	 4.363,50 	10%	 3.927,15 
16/12/2016	Cliente O165	CA1053	169,9	144	D04	 24.465,60 	20%	 19.572,48 
30/11/2016	Cliente O6	OC1917	450,9	158	D01	 71.242,20 	5%	 67.680,09 
07/09/2016	Cliente O225	CA1659	219,9	64	D00	 14.073,60 	0%	 14.073,60 
14/05/2016	Cliente O230	RL1407	219,9	49	D00	 10.775,10 	0%	 10.775,10 
14/09/2016	Cliente O21	OC1131	290,9	198	D03	 57.598,20 	15%	 48.958,47 
13/10/2016	Cliente O434	ME1106	39,9	37	D02	 1.476,30 	10%	 1.328,67 
02/04/2016	Cliente O464	SP1965	169,9	85	D00	 14.441,50 	0%	 14.441,50 
08/05/2016	Cliente O394	OC1109	259,9	39	D00	 10.136,10 	0%	 10.136,10 
22/04/2016	Cliente O616	LE1157	49,9	233	D00	 11.626,70 	0%	 11.626,70 
